Cheval_clean;Surface;Cheval;Valeur_surface;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
MARKUS;GAZON;MARKUS;GAZON;8;1;3;3.25;12.5;37.5
MARKWIN;GAZON;MARKWIN;GAZON;1;0;0;14.0;0.0;0.0
MARLASINGER;GAZON;MARLA SINGER;GAZON;1;1;1;1.0;100.0;100.0
MARLBOROUGHPLACE;GAZON;MARLBOROUGH PLACE;GAZON;1;0;0;4.0;0.0;0.0
MARLENA'SPRINCE;GAZON;MARLENA'S PRINCE;GAZON;1;0;0;0.0;0.0;0.0
MARLONSUN;GAZON;MARLON SUN;GAZON;1;0;0;11.0;0.0;0.0
MARLOWE;GAZON;MARLOWE;GAZON;7;1;4;3.4285714285714284;14.3;57.1
MARMARA;GAZON;MARMARA;GAZON;1;1;1;1.0;100.0;100.0
MARMOONDEFLAUZINS;GAZON;MARMOON DE FLAUZINS;GAZON;3;0;0;6.0;0.0;0.0
MARMOUZ;GAZON;MARMOUZ;GAZON;1;0;0;13.0;0.0;0.0
MAROOCHYDORE;GAZON;MAROOCHYDORE;GAZON;3;0;0;9.666666666666666;0.0;0.0
MAROONED;GAZON;MAROONED;GAZON;5;1;3;4.6;20.0;60.0
MAROONSIX;GAZON;MAROON SIX;GAZON;8;1;5;4.0;12.5;62.5
MARORICHARD;GAZON;MARO RICHARD;GAZON;1;0;0;6.0;0.0;0.0
MAROSEFAL;GAZON;MAROSE FAL;GAZON;1;0;0;13.0;0.0;0.0
MARQUES;GAZON;MARQUES;GAZON;1;0;0;13.0;0.0;0.0
MARQUISAT;GAZON;MARQUISAT;GAZON;2;1;1;2.5;50.0;50.0
MARQUISEDESILES;GAZON;MARQUISE DES ILES;GAZON;2;1;2;2.0;50.0;100.0
MARQUISEVERA;GAZON;MARQUISE VERA;GAZON;8;0;2;4.5;0.0;25.0
MARRADONNA;GAZON;MARRA DONNA;GAZON;2;0;1;1.5;0.0;50.0
MARRAKESHTIME;GAZON;MARRAKESH TIME;GAZON;3;0;0;7.666666666666667;0.0;0.0
MARRIAGE;GAZON;MARRIAGE;GAZON;1;0;0;8.0;0.0;0.0
MARROCOMOI;GAZON;MARROCO MOI;GAZON;2;0;0;10.0;0.0;0.0
MARRYTHENIGHT;GAZON;MARRY THE NIGHT;GAZON;1;0;0;5.0;0.0;0.0
MARSANNE;GAZON;MARSANNE;GAZON;1;0;0;9.0;0.0;0.0
MARSHALINO;GAZON;MARSHALINO;GAZON;1;0;0;5.0;0.0;0.0
MARSIHO;GAZON;MARSIHO;GAZON;7;1;4;5.428571428571429;14.3;57.1
MARSOOD;GAZON;MARSOOD;GAZON;1;0;0;5.0;0.0;0.0
MARSOUL;GAZON;MARSOUL;GAZON;3;0;2;3.0;0.0;66.7
MART;GAZON;MART;GAZON;2;0;0;5.5;0.0;0.0
MARTAGHALYA;GAZON;MARTAGHALYA;GAZON;2;1;1;5.0;50.0;50.0
MARTAGNY;GAZON;MARTAGNY;GAZON;3;1;2;3.0;33.3;66.7
MARTANA;GAZON;MARTANA;GAZON;1;1;1;1.0;100.0;100.0
MARTELINASTORM;GAZON;MARTELINA STORM;GAZON;1;0;0;6.0;0.0;0.0
MARTELLA;GAZON;MARTELLA;GAZON;1;0;0;8.0;0.0;0.0
MARTIALART;GAZON;MARTIAL ART;GAZON;6;1;2;7.5;16.7;33.3
MARTIN;GAZON;MARTIN;GAZON;7;1;1;6.142857142857143;14.3;14.3
MARTIN'SBRIG;GAZON;MARTIN'S BRIG;GAZON;3;0;0;7.666666666666667;0.0;0.0
MARTINELLI;GAZON;MARTINELLI;GAZON;4;0;2;7.0;0.0;50.0
MARTINIQUE;GAZON;MARTINIQUE;GAZON;3;1;2;1.3333333333333333;33.3;66.7
MARTINVAST;GAZON;MARTINVAST;GAZON;1;0;0;7.0;0.0;0.0
MARTY'SGAL;GAZON;MARTY'S GAL;GAZON;1;1;1;1.0;100.0;100.0
MARUCHA'SRIDE;GAZON;MARUCHA'S RIDE;GAZON;1;0;1;3.0;0.0;100.0
MARUJO;GAZON;MARUJO;GAZON;3;0;0;6.333333333333333;0.0;0.0
MARVELANDGOLD;GAZON;MARVEL AND GOLD;GAZON;6;0;0;6.833333333333333;0.0;0.0
MARVELLAND;GAZON;MARVEL LAND;GAZON;2;0;1;8.5;0.0;50.0
MARVELLOUSCITY;GAZON;MARVELLOUS CITY;GAZON;1;0;0;13.0;0.0;0.0
MARVELMAX;GAZON;MARVEL MAX;GAZON;3;0;0;5.0;0.0;0.0
MARY'SLAD;GAZON;MARY'S LAD;GAZON;4;0;1;3.25;0.0;25.0
MARYBEE;GAZON;MARYBEE;GAZON;1;0;0;7.0;0.0;0.0
MARYCHA;GAZON;MARYCHA;GAZON;6;0;1;5.5;0.0;16.7
MARYLENEDUSERRE;GAZON;MARYLENE DU SERRE;GAZON;3;0;0;5.0;0.0;0.0
MARYLINCITY;GAZON;MARYLIN CITY;GAZON;3;0;0;5.0;0.0;0.0
MARYLOIS;GAZON;MARY LOIS;GAZON;1;0;0;4.0;0.0;0.0
MARYLUZ;GAZON;MARY LUZ;GAZON;1;0;0;9.0;0.0;0.0
MARYMARGUERITE;GAZON;MARY MARGUERITE;GAZON;3;0;3;2.0;0.0;100.0
MARYNDA;GAZON;MARYNDA;GAZON;1;0;0;0.0;0.0;0.0
MARYPOPPINS;GAZON;MARY POPPINS;GAZON;1;0;0;14.0;0.0;0.0
MARYREAD;GAZON;MARY READ;GAZON;2;1;1;5.0;50.0;50.0
MARYSHOELACES;GAZON;MARY SHOELACES;GAZON;2;1;1;4.0;50.0;50.0
MARYSNOTCONTRARY;GAZON;MARYS NOT CONTRARY;GAZON;5;0;0;9.2;0.0;0.0
MARYSTRIPES;GAZON;MARY STRIPES;GAZON;1;0;1;3.0;0.0;100.0
MARYZIA;GAZON;MARYZIA;GAZON;3;0;2;4.666666666666667;0.0;66.7
MARZAKAALASIL;GAZON;MARZAKA AL ASIL;GAZON;1;0;0;10.0;0.0;0.0
MASAIANGEL;GAZON;MASAI ANGEL;GAZON;1;0;0;4.0;0.0;0.0
MASAIMOON;GAZON;MASAI MOON;GAZON;2;0;2;2.0;0.0;100.0
MASAIYA;GAZON;MASAIYA;GAZON;3;0;1;5.0;0.0;33.3
MASAMUNE;GAZON;MASAMUNE;GAZON;1;1;1;1.0;100.0;100.0
MASARO;GAZON;MASARO;GAZON;2;0;1;3.0;0.0;50.0
MASAYA;GAZON;MASAYA;GAZON;3;0;2;1.6666666666666667;0.0;66.7
MASAYOSHI;GAZON;MASAYOSHI;GAZON;1;0;0;4.0;0.0;0.0
MASCALIE;GAZON;MASCALIE;GAZON;1;0;0;16.0;0.0;0.0
MASCANI;GAZON;MASCANI;GAZON;2;0;0;5.5;0.0;0.0
MASCARETDELOIRE;GAZON;MASCARET DE LOIRE;GAZON;2;0;2;2.5;0.0;100.0
MASCHINOMOON;GAZON;MASCHINO MOON;GAZON;1;0;0;9.0;0.0;0.0
MASCIAMAGIQUE;GAZON;MASCIA MAGIQUE;GAZON;4;1;1;3.0;25.0;25.0
MASHA;GAZON;MASHA;GAZON;2;0;0;10.0;0.0;0.0
MASHALLAH;GAZON;MASHALLAH;GAZON;2;1;1;3.0;50.0;50.0
MASIBA;GAZON;MASIBA;GAZON;4;0;1;4.0;0.0;25.0
MASIERATIME;GAZON;MASIERA TIME;GAZON;2;0;1;5.0;0.0;50.0
MASINDHAL;GAZON;MASINDHAL;GAZON;10;1;2;5.5;10.0;20.0
MASKARADE;GAZON;MASKARADE;GAZON;5;0;0;7.8;0.0;0.0
MASKBONITO;GAZON;MASK BONITO;GAZON;1;0;0;8.0;0.0;0.0
MASKBOY;GAZON;MASKBOY;GAZON;1;0;0;0.0;0.0;0.0
MASKMAY;GAZON;MASK MAY;GAZON;2;0;1;3.5;0.0;50.0
MASKSECRET;GAZON;MASK SECRET;GAZON;3;0;0;6.0;0.0;0.0
MASMAK;GAZON;MASMAK;GAZON;3;0;0;7.0;0.0;0.0
MASQUERADEBALL;GAZON;MASQUERADE BALL;GAZON;1;0;1;2.0;0.0;100.0
MASS;GAZON;MASS;GAZON;1;0;0;0.0;0.0;0.0
MASSACHOP;GAZON;MASSA CHOP;GAZON;7;0;0;11.142857142857142;0.0;0.0
MASSETO;GAZON;MASSETO;GAZON;1;0;0;4.0;0.0;0.0
MASSIMOBLUE;GAZON;MASSIMO BLUE;GAZON;1;0;0;5.0;0.0;0.0
MASSIMOSUPREMO;GAZON;MASSIMO SUPREMO;GAZON;1;0;0;7.0;0.0;0.0
MASSIVEGLORY;GAZON;MASSIVE GLORY;GAZON;2;0;0;6.5;0.0;0.0
MASSIVEREWARD;GAZON;MASSIVE REWARD;GAZON;2;0;0;7.5;0.0;0.0
MASSKO;GAZON;MASSKO;GAZON;9;1;2;7.444444444444445;11.1;22.2
MASSUTARE;GAZON;MASSU TARE;GAZON;1;0;0;7.0;0.0;0.0
MASTARTUP;GAZON;MA START UP;GAZON;2;0;0;11.5;0.0;0.0
MASTERALEX;GAZON;MASTER ALEX;GAZON;1;0;0;14.0;0.0;0.0
MASTERBET;GAZON;MASTER BET;GAZON;2;0;2;3.0;0.0;100.0
MASTERCATH;GAZON;MASTER CATH;GAZON;6;0;3;3.8333333333333335;0.0;50.0
MASTERCHAMPION;GAZON;MASTER CHAMPION;GAZON;3;0;0;8.666666666666666;0.0;0.0
MASTERCONTROLLER;GAZON;MASTER CONTROLLER;GAZON;1;0;0;0.0;0.0;0.0
MASTERDANCER;GAZON;MASTER DANCER;GAZON;2;0;1;6.0;0.0;50.0
MASTERDANDY;GAZON;MASTER DANDY;GAZON;1;0;0;8.0;0.0;0.0
MASTERDESCARRES;GAZON;MASTER DES CARRES;GAZON;1;0;0;10.0;0.0;0.0
MASTERDORE;GAZON;MASTER DORE;GAZON;1;0;0;6.0;0.0;0.0
MASTERFAIN;GAZON;MASTER FAIN;GAZON;1;0;0;6.0;0.0;0.0
MASTERFRANCA;GAZON;MASTER FRANCA;GAZON;2;0;0;3.5;0.0;0.0
MASTERFREUD;GAZON;MASTER FREUD;GAZON;1;0;0;10.0;0.0;0.0
MASTERKAN;GAZON;MASTER KAN;GAZON;3;0;0;4.666666666666667;0.0;0.0
MASTERLIGHT;GAZON;MASTER LIGHT;GAZON;9;0;1;5.666666666666667;0.0;11.1
MASTERLUCKY;GAZON;MASTER LUCKY;GAZON;3;0;2;4.0;0.0;66.7
MASTERMAN;GAZON;MASTER MAN;GAZON;2;1;2;1.5;50.0;100.0
MASTERMINK;GAZON;MASTERMINK;GAZON;1;1;1;1.0;100.0;100.0
MASTERMONEY;GAZON;MASTER MONEY;GAZON;4;0;0;2.5;0.0;0.0
MASTEROFALL;GAZON;MASTER OF ALL;GAZON;6;0;0;10.0;0.0;0.0
MASTEROFENTROPY;GAZON;MASTER OF ENTROPY;GAZON;1;0;1;3.0;0.0;100.0
MASTEROFFORTUNE;GAZON;MASTER OF FORTUNE;GAZON;1;0;1;2.0;0.0;100.0
MASTEROFHUMOR;GAZON;MASTER OF HUMOR;GAZON;4;0;0;10.0;0.0;0.0
MASTEROFLIGHT;GAZON;MASTER OF LIGHT;GAZON;1;0;0;8.0;0.0;0.0
MASTEROFLIPS;GAZON;MASTER OF LIPS;GAZON;6;2;4;3.5;33.3;66.7
MASTEROFMYUNIVERSE;GAZON;MASTEROFMYUNIVERSE;GAZON;4;0;0;8.0;0.0;0.0
MASTEROFPUPPETS;GAZON;MASTER OF PUPPETS;GAZON;1;0;0;10.0;0.0;0.0
MASTERPAT;GAZON;MASTER PAT;GAZON;7;1;3;3.142857142857143;14.3;42.9
MASTERPAYMENT;GAZON;MASTER PAYMENT;GAZON;1;1;1;1.0;100.0;100.0
MASTERPHOENIX;GAZON;MASTER PHOENIX;GAZON;3;0;1;7.0;0.0;33.3
MASTERQAM;GAZON;MASTER QAM;GAZON;1;0;0;10.0;0.0;0.0
MASTERRESOLUTE;GAZON;MASTER RESOLUTE;GAZON;2;1;2;1.5;50.0;100.0
MASTERTRILLION;GAZON;MASTER TRILLION;GAZON;1;0;0;12.0;0.0;0.0
MASTERZACK;GAZON;MASTER ZACK;GAZON;1;0;0;13.0;0.0;0.0
MATADORAA;GAZON;MATADOR AA;GAZON;2;0;0;3.0;0.0;0.0
MATADORBLOU;GAZON;MATADOR BLOU;GAZON;2;0;0;9.0;0.0;0.0
MATAKI;GAZON;MATAKI;GAZON;4;0;1;4.75;0.0;25.0
MATAURIBAY;GAZON;MATAURI BAY;GAZON;5;0;4;3.2;0.0;80.0
MATAURIQUEEN;GAZON;MATAURI QUEEN;GAZON;4;1;2;4.75;25.0;50.0
MATCHADEL'ISLE;GAZON;MATCHA DE L'ISLE;GAZON;5;0;1;6.0;0.0;20.0
MATCHANTHEM;GAZON;MATCH ANTHEM;GAZON;7;1;2;5.714285714285714;14.3;28.6
MATCHBALL;GAZON;MATCH BALL;GAZON;2;0;0;6.5;0.0;0.0
MATCHPOINT;GAZON;MATCHPOINT;GAZON;1;0;0;4.0;0.0;0.0
MATEAMARGO;GAZON;MATE AMARGO;GAZON;3;0;1;5.0;0.0;33.3
MATERHORNPARADISE;GAZON;MATERHORN PARADISE;GAZON;1;0;1;3.0;0.0;100.0
MATGIWELL;GAZON;MATGIWELL;GAZON;5;0;0;8.4;0.0;0.0
MATHOMARK;GAZON;MATHOMARK;GAZON;1;0;1;2.0;0.0;100.0
MATHOURA;GAZON;MATHOURA;GAZON;1;0;0;6.0;0.0;0.0
MATHTUTOR;GAZON;MATH TUTOR;GAZON;2;0;0;0.0;0.0;0.0
MATIMIX;GAZON;MATIMIX;GAZON;3;0;0;8.333333333333334;0.0;0.0
MATINAL;GAZON;MATINAL;GAZON;3;0;0;6.333333333333333;0.0;0.0
MATJACK;GAZON;MATJACK;GAZON;1;0;0;5.0;0.0;0.0
MATORNADE;GAZON;MA TORNADE;GAZON;3;0;0;11.333333333333334;0.0;0.0
MATRERODEMELO;GAZON;MATRERO DE MELO;GAZON;2;0;1;3.5;0.0;50.0
MATRICCIANA;GAZON;MATRICCIANA;GAZON;1;0;0;4.0;0.0;0.0
MATSUVICTOR;GAZON;MATSU VICTOR;GAZON;4;0;0;8.75;0.0;0.0
MATTERSMOST;GAZON;MATTERS MOST;GAZON;5;0;1;6.2;0.0;20.0
MATTMACHINE;GAZON;MATT MACHINE;GAZON;1;0;0;6.0;0.0;0.0
MATURE;GAZON;MATURE;GAZON;6;1;2;4.5;16.7;33.3
MATUTEJOY;GAZON;MATUTE JOY;GAZON;4;2;2;2.5;50.0;50.0
MATZDEN;GAZON;MATZDEN;GAZON;3;0;0;7.0;0.0;0.0
MAUI;GAZON;MAUI;GAZON;2;1;2;2.0;50.0;100.0
MAUIBREEZE;GAZON;MAUI BREEZE;GAZON;1;0;0;7.0;0.0;0.0
MAURICIA;GAZON;MAURICIA;GAZON;5;0;0;8.6;0.0;0.0
MAVERICK;GAZON;MAVERICK;GAZON;3;0;1;6.666666666666667;0.0;33.3
MAVERICKPREMIER;GAZON;MAVERICK PREMIER;GAZON;6;0;0;6.333333333333333;0.0;0.0
MAVERICKSM;GAZON;MAVERICKSM;GAZON;3;0;0;5.333333333333333;0.0;0.0
MAVILLATROIS;GAZON;MAVILLA TROIS;GAZON;9;1;1;5.444444444444445;11.1;11.1
MAWHOOB;GAZON;MAWHOOB;GAZON;1;0;0;4.0;0.0;0.0
MAX;GAZON;MAX;GAZON;2;0;1;3.0;0.0;50.0
MAXALLIN;GAZON;MAX ALL IN;GAZON;1;0;0;5.0;0.0;0.0
MAXCAPACITY;GAZON;MAX CAPACITY;GAZON;1;0;0;4.0;0.0;0.0
MAXFOUR;GAZON;MAX FOUR;GAZON;6;1;2;4.666666666666667;16.7;33.3
MAXIKING;GAZON;MAXI KING;GAZON;1;0;0;4.0;0.0;0.0
MAXIMACANDY;GAZON;MAXIMA CANDY;GAZON;1;0;1;2.0;0.0;100.0
MAXIMAMOI;GAZON;MAXIMA MOI;GAZON;1;0;1;2.0;0.0;100.0
MAXIMARISK;GAZON;MAXIMA RISK;GAZON;1;0;1;2.0;0.0;100.0
MAXIMASPELL;GAZON;MAXIMA SPELL;GAZON;3;1;2;1.3333333333333333;33.3;66.7
MAXIMILIEN;GAZON;MAXIMILIEN;GAZON;6;2;2;3.8333333333333335;33.3;33.3
MAXIMIZED;GAZON;MAXIMIZED;GAZON;2;0;2;2.5;0.0;100.0
MAXIMOEMPERADOR;GAZON;MAXIMO EMPERADOR;GAZON;4;0;2;4.75;0.0;50.0
MAXIMOKEY;GAZON;MAXIMO KEY;GAZON;2;0;0;5.0;0.0;0.0
MAXIMUMBOURBON;GAZON;MAXIMUM BOURBON;GAZON;1;1;1;1.0;100.0;100.0
MAXIMUMVELOCITY;GAZON;MAXIMUM VELOCITY;GAZON;1;0;1;3.0;0.0;100.0
MAXIMUS;GAZON;MAXIMUS;GAZON;1;0;0;0.0;0.0;0.0
MAXIMUSBON;GAZON;MAXIMUS BON;GAZON;1;0;0;12.0;0.0;0.0
MAXIMUSCAT;GAZON;MAXIMUS CAT;GAZON;1;1;1;1.0;100.0;100.0
MAXIMUSDALAGOA;GAZON;MAXIMUS DA LAGOA;GAZON;1;0;0;5.0;0.0;0.0
MAXIMUSPRIME;GAZON;MAXIMUS PRIME;GAZON;1;0;0;0.0;0.0;0.0
MAXISURE;GAZON;MAXISURE;GAZON;1;0;0;7.0;0.0;0.0
MAXITEXANO;GAZON;MAXI TEXANO;GAZON;3;3;3;1.0;100.0;100.0
MAXIWARIO;GAZON;MAXIWARIO;GAZON;2;0;1;4.0;0.0;50.0
MAXMAYHEM;GAZON;MAX MAYHEM;GAZON;1;0;0;10.0;0.0;0.0
MAXMONEY;GAZON;MAX MONEY;GAZON;1;1;1;1.0;100.0;100.0
MAXQUE;GAZON;MAX QUE;GAZON;4;1;3;3.0;25.0;75.0
MAXSCORE;GAZON;MAX SCORE;GAZON;1;0;0;11.0;0.0;0.0
MAXVERST;GAZON;MAX VERST;GAZON;9;0;2;6.666666666666667;0.0;22.2
MAXWELLCAN;GAZON;MAXWELLCAN;GAZON;1;0;0;5.0;0.0;0.0
MAYACHOP;GAZON;MAYA CHOP;GAZON;14;2;3;6.357142857142857;14.3;21.4
MAYADUFENOIR;GAZON;MAYA DU FENOIR;GAZON;1;0;0;9.0;0.0;0.0
MAYALILY;GAZON;MAYALILY;GAZON;1;0;0;13.0;0.0;0.0
MAYALL;GAZON;MAYALL;GAZON;2;0;0;3.5;0.0;0.0
MAYAMAR;GAZON;MAYAMAR;GAZON;6;0;0;6.833333333333333;0.0;0.0
MAYANA;GAZON;MAYANA;GAZON;1;0;0;14.0;0.0;0.0
MAYANADETANUESAA;GAZON;MAYANA DE TANUES AA;GAZON;1;0;0;7.0;0.0;0.0
MAYANGEL;GAZON;MAY ANGEL;GAZON;2;0;0;8.0;0.0;0.0
MAYANGODDESS;GAZON;MAYAN GODDESS;GAZON;1;0;1;2.0;0.0;100.0
MAYBE;GAZON;MAYBE;GAZON;3;0;1;6.333333333333333;0.0;33.3
MAYBEDIVINE;GAZON;MAYBE DIVINE;GAZON;1;0;0;4.0;0.0;0.0
MAYBEGREAT;GAZON;MAYBE GREAT;GAZON;3;0;0;3.6666666666666665;0.0;0.0
MAYBELONE;GAZON;MAYBE LONE;GAZON;1;0;0;6.0;0.0;0.0
MAYBESOON;GAZON;MAYBE SOON;GAZON;2;0;0;4.0;0.0;0.0
MAYDANA;GAZON;MAYDANA;GAZON;4;0;0;8.75;0.0;0.0
MAYENNEKA;GAZON;MAYENNEKA;GAZON;1;0;0;8.0;0.0;0.0
MAYISKI;GAZON;MAYISKI;GAZON;5;1;1;8.2;20.0;20.0
MAYITBE;GAZON;MAY IT BE;GAZON;4;1;3;2.75;25.0;75.0
MAYKOMOTION;GAZON;MAYKOMOTION;GAZON;1;0;0;7.0;0.0;0.0
MAYMARA;GAZON;MAYMARA;GAZON;1;0;0;4.0;0.0;0.0
MAYMISCHIEF;GAZON;MAY MISCHIEF;GAZON;1;0;0;5.0;0.0;0.0
MAYMOUNRM;GAZON;MAYMOUN RM;GAZON;1;0;0;9.0;0.0;0.0
MAYNORA;GAZON;MAYNORA;GAZON;1;0;1;2.0;0.0;100.0
MAYORCHUCK;GAZON;MAYOR CHUCK;GAZON;4;0;3;3.75;0.0;75.0
MAYOROFMIDNIGHT;GAZON;MAYOR OF MIDNIGHT;GAZON;1;0;1;3.0;0.0;100.0
MAYOUMFAL;GAZON;MAYOUM FAL;GAZON;1;0;0;0.0;0.0;0.0
MAYREAU;GAZON;MAYREAU;GAZON;1;0;0;6.0;0.0;0.0
MAYRIT;GAZON;MAYRIT;GAZON;1;0;0;7.0;0.0;0.0
MAYSALONEELGHABA;GAZON;MAYSALONE EL GHABA;GAZON;1;0;0;7.0;0.0;0.0
MAYSTER;GAZON;MAYSTER;GAZON;1;0;0;16.0;0.0;0.0
MAYUMI;GAZON;MAYUMI;GAZON;4;0;0;10.75;0.0;0.0
MAYWEDANCE;GAZON;MAYWEDANCE;GAZON;2;1;1;5.5;50.0;50.0
MAYZA;GAZON;MAYZA;GAZON;1;0;0;9.0;0.0;0.0
MAZAO;GAZON;MAZAO;GAZON;3;0;0;6.666666666666667;0.0;0.0
MAZATLAN;GAZON;MAZATLAN;GAZON;7;0;4;4.571428571428571;0.0;57.1
MAZEEDDUSOLEIL;GAZON;MAZEED DU SOLEIL;GAZON;1;0;0;12.0;0.0;0.0
MAZELI;GAZON;MAZELI;GAZON;1;0;0;7.0;0.0;0.0
MAZERATYPRECIEUSE;GAZON;MAZERATYPRECIEUSE;GAZON;3;0;0;8.666666666666666;0.0;0.0
MAZINGGRACE;GAZON;MAZING GRACE;GAZON;3;0;0;8.666666666666666;0.0;0.0
MAZORCA;GAZON;MAZORCA;GAZON;1;0;0;0.0;0.0;0.0
MAZYN;GAZON;MAZYN;GAZON;1;1;1;1.0;100.0;100.0
MAZZALA;GAZON;MAZZALA;GAZON;3;3;3;1.0;100.0;100.0
MAZZARINO;GAZON;MAZZARINO;GAZON;1;0;0;6.0;0.0;0.0
MAZZASORDA;GAZON;MAZZA SORDA;GAZON;3;1;2;3.3333333333333335;33.3;66.7
MBAPPE;GAZON;MBAPPE;GAZON;1;1;1;1.0;100.0;100.0
MCCLANE;GAZON;MCCLANE;GAZON;6;1;3;4.833333333333333;16.7;50.0
MCCRUISER;GAZON;MC CRUISER;GAZON;1;0;0;9.0;0.0;0.0
MCKENNA;GAZON;MCKENNA;GAZON;2;0;0;12.0;0.0;0.0
MCKINZIE'SGLORY;GAZON;MCKINZIE'S GLORY;GAZON;1;0;0;5.0;0.0;0.0
MCLEANHOUSE;GAZON;MCLEAN HOUSE;GAZON;3;0;0;8.333333333333334;0.0;0.0
MCMULLEN;GAZON;MCMULLEN;GAZON;1;0;0;8.0;0.0;0.0
MCRAVIN;GAZON;MCRAVIN;GAZON;1;1;1;1.0;100.0;100.0
MDIDJO;GAZON;MDIDJO;GAZON;1;0;0;9.0;0.0;0.0
MEACULPAJACTA;GAZON;MEA CULPA JACTA;GAZON;1;0;0;5.0;0.0;0.0
MEANFEAT;GAZON;MEAN FEAT;GAZON;1;0;0;7.0;0.0;0.0
MEANINGFULDRAGON;GAZON;MEANINGFUL DRAGON;GAZON;1;1;1;1.0;100.0;100.0
MEANTOME;GAZON;MEAN TO ME;GAZON;1;0;0;5.0;0.0;0.0
MEARASSTYLE;GAZON;MEARAS STYLE;GAZON;14;2;3;5.642857142857143;14.3;21.4
MEASTEROWEN;GAZON;MEASTER OWEN;GAZON;6;1;3;6.333333333333333;16.7;50.0
MEASURE;GAZON;MEASURE;GAZON;2;0;1;1.0;0.0;50.0
MEATPIEARTIE;GAZON;MEAT PIE ARTIE;GAZON;1;1;1;1.0;100.0;100.0
MEAUTIS;GAZON;MEAUTIS;GAZON;7;0;3;5.142857142857143;0.0;42.9
MECEDOR;GAZON;MECEDOR;GAZON;3;0;0;10.666666666666666;0.0;0.0
MECHANTE;GAZON;MECHANTE;GAZON;2;0;0;6.5;0.0;0.0
MEDALLA;GAZON;MEDALLA;GAZON;1;0;0;0.0;0.0;0.0
MEDALLARARA;GAZON;MEDALLA RARA;GAZON;1;0;0;5.0;0.0;0.0
MEDALLERO;GAZON;MEDALLERO;GAZON;1;0;0;4.0;0.0;0.0
MEDASOTROBESO;GAZON;ME DAS OTRO BESO;GAZON;1;0;1;3.0;0.0;100.0
MEDFORD;GAZON;MEDFORD;GAZON;2;0;0;2.5;0.0;0.0
MEDIASHOOTER;GAZON;MEDIA SHOOTER;GAZON;1;0;0;5.0;0.0;0.0
MEDICIROAD;GAZON;MEDICI ROAD;GAZON;1;1;1;1.0;100.0;100.0
MEDIEVAL;GAZON;MEDIEVAL;GAZON;1;0;0;8.0;0.0;0.0
MEDINACELLI;GAZON;MEDINACELLI;GAZON;4;2;3;3.25;50.0;75.0
MEDIOBANCA;GAZON;MEDIO BANCA;GAZON;1;0;0;0.0;0.0;0.0
MEDIOPASO;GAZON;MEDIO PASO;GAZON;4;0;0;6.25;0.0;0.0
MEDITERANNIO;GAZON;MEDITERANNIO;GAZON;3;1;1;4.333333333333333;33.3;33.3
MEDITERRANEABLUES;GAZON;MEDITERRANEA BLUES;GAZON;6;1;2;5.5;16.7;33.3
MEDORO;GAZON;MEDORO;GAZON;1;0;0;5.0;0.0;0.0
MEDRONHO;GAZON;MEDRONHO;GAZON;2;1;1;5.0;50.0;50.0
MEDVEDEV;GAZON;MEDVEDEV;GAZON;2;0;0;8.5;0.0;0.0
MEEPMEEP;GAZON;MEEPMEEP;GAZON;4;1;2;4.5;25.0;50.0
MEETA;GAZON;MEETA;GAZON;1;0;1;3.0;0.0;100.0
MEETMEINMERAKI;GAZON;MEET ME IN MERAKI;GAZON;2;0;1;5.5;0.0;50.0
MEETTALENT;GAZON;MEET TALENT;GAZON;2;0;1;1.5;0.0;50.0
MEFALTANTRES;GAZON;ME FALTAN TRES;GAZON;1;0;0;10.0;0.0;0.0
MEFIETOI;GAZON;MEFIE TOI;GAZON;11;2;4;4.545454545454546;18.2;36.4
MEFILS;GAZON;MEFILS;GAZON;2;0;0;10.5;0.0;0.0
MEFUI;GAZON;ME FUI;GAZON;3;1;1;4.0;33.3;33.3
MEGAAWESOME;GAZON;MEGA AWESOME;GAZON;2;0;0;7.0;0.0;0.0
MEGABONUS;GAZON;MEGA BONUS;GAZON;2;0;0;9.5;0.0;0.0
MEGACAPTAIN;GAZON;MEGA CAPTAIN;GAZON;1;0;1;2.0;0.0;100.0
MEGACLES;GAZON;MEGACLES;GAZON;1;0;0;0.0;0.0;0.0
MEGAFORCE;GAZON;MEGA FORCE;GAZON;8;0;0;8.25;0.0;0.0
MEGAMASTERMIND;GAZON;MEGA MASTERMIND;GAZON;1;0;0;9.0;0.0;0.0
MEGAPHONE;GAZON;MEGAPHONE;GAZON;1;0;0;9.0;0.0;0.0
MEGARRY;GAZON;MEGARRY;GAZON;2;0;0;10.0;0.0;0.0
MEGASTARHEART;GAZON;MEGASTAR HEART;GAZON;1;0;0;8.0;0.0;0.0
MEGOVERNOR;GAZON;ME GOVERNOR;GAZON;1;0;1;2.0;0.0;100.0
MEHACESBIEN;GAZON;ME HACES BIEN;GAZON;2;0;1;3.0;0.0;50.0
MEHANYDREAM;GAZON;MEHANYDREAM;GAZON;9;0;1;7.555555555555555;0.0;11.1
MEHMIST;GAZON;MEHMIST;GAZON;8;0;1;4.625;0.0;12.5
MEIKA;GAZON;MEIKA;GAZON;1;0;0;7.0;0.0;0.0
MEISHOSUGAR;GAZON;MEISHO SUGAR;GAZON;5;0;0;6.8;0.0;0.0
