Cheval_clean;Jockey_clean;Cheval;Jockey;Courses;Victoires;Podiums;Taux_victoire;Taux_podium
ADVANCING;HOLLIEDOYLE;ADVANCING;HOLLIE DOYLE;1;1;1;100.0;100.0
ADVENTURA;ABARON;ADVENTURA;A.BARON;3;0;2;0.0;66.7
ADVENTURA;CLECOEUVRE;ADVENTURA;C.LECOEUVRE;2;0;0;0.0;0.0
ADVENTURA;LBOISSEAU;ADVENTURA;L.BOISSEAU;2;0;0;0.0;0.0
ADVENTURIST;SCIVACI;ADVENTURIST;S CIVACI;1;0;0;0.0;0.0
ADVERSARY;AMOLINS;ADVERSARY;A.MOLINS;1;0;0;0.0;0.0
ADVERSARY;EZAYAS;ADVERSARY;E ZAYAS;2;1;1;50.0;50.0
ADVERSARY;FVALLESKAR;ADVERSARY;F.VALLE SKAR;1;0;0;0.0;0.0
ADVERSARY;LBOISSEAU;ADVERSARY;L.BOISSEAU;1;0;0;0.0;0.0
ADVERSARY;PLOPEZ;ADVERSARY;P LOPEZ;1;1;1;100.0;100.0
ADVERTISED;OLIVERSTAMMERS;ADVERTISED;OLIVER STAMMERS;1;0;0;0.0;0.0
ADVOKAAT;MAXIMILIANOHERNANMACHADO;ADVOKAAT;MAXIMILIANO HERNAN MACHADO;1;0;0;0.0;0.0
ADWAN;AHAMELIN;ADWAN;A.HAMELIN;1;0;0;0.0;0.0
ADWAN;CDEMURO;ADWAN;C.DEMURO;2;0;0;0.0;0.0
ADWAN;CSOUMILLON;ADWAN;C.SOUMILLON;1;0;0;0.0;0.0
ADWAN;EHARDOUIN;ADWAN;E.HARDOUIN;1;0;0;0.0;0.0
ADWAN;LGROSSO;ADWAN;L.GROSSO;3;0;0;0.0;0.0
ADWAN;PCHEYER;ADWAN;P.CHEYER;2;0;0;0.0;0.0
AEDION;ALEMAITRE;AEDION;A.LEMAITRE;2;0;0;0.0;0.0
AEDION;PBAZIRE;AEDION;P.BAZIRE;3;0;1;0.0;33.3
AEGISPOWER;LEONWOLFF;AEGIS POWER;LEON WOLFF;1;0;1;0.0;100.0
AEGONTARGARYEN;RROJAS;AEGON TARGARYEN;R ROJAS;1;0;1;0.0;100.0
AEIH;FVERON;AEIH;F.VERON;1;0;0;0.0;0.0
AEIH;JNICOLEAU;AEIH;J.NICOLEAU;2;0;0;0.0;0.0
AEIH;MZSAHEBJAN;AEIH;M.Z .SAHEBJAN;1;0;0;0.0;0.0
AEOLIAN;DDAVIS;AEOLIAN;D DAVIS;1;1;1;100.0;100.0
AERIALAFFAIR;EJZAYAS;AERIAL AFFAIR;E J ZAYAS;1;0;1;0.0;100.0
AERIALIST;LPANICI;AERIALIST;L PANICI;4;0;1;0.0;25.0
AERIALIST;MJHUSBANDS;AERIALIST;M J HUSBANDS;1;0;0;0.0;0.0
AEROCHAMPION;LUISALBERTOCACERES;AERO CHAMPION;LUIS ALBERTO CACERES;1;0;0;0.0;0.0
AERODYNAMICS;ATZENIA;AERODYNAMICS;ATZENI A.;1;0;0;0.0;0.0
AERODYNAMICS;FERRARISL;AERODYNAMICS;FERRARIS L.;1;0;0;0.0;0.0
AERODYNAMICS;PURTONZ;AERODYNAMICS;PURTON Z.;3;0;0;0.0;0.0
AEROINVINCIBLE;ATZENIA;AEROINVINCIBLE;ATZENI A.;1;0;0;0.0;0.0
AEROINVINCIBLE;GUYONM;AEROINVINCIBLE;GUYON M.;1;0;0;0.0;0.0
AERONAUTIC;BENCOEN;AERONAUTIC;BEN COEN;1;0;1;0.0;100.0
AERONAUTIC;JOHNRVELAZQUEZ;AERONAUTIC;JOHN R. VELAZQUEZ;1;0;0;0.0;0.0
AERONAUTIC;TOMMARQUAND;AERONAUTIC;TOM MARQUAND;1;0;0;0.0;0.0
AERONEF;APOUCHIN;AERONEF;A.POUCHIN;1;1;1;100.0;100.0
AERONEF;MGUYON;AERONEF;M.GUYON;1;1;1;100.0;100.0
AEROPOSTAL;MAURICIOEVILLARUEL;AEROPOSTAL;MAURICIO E VILLARUEL;1;0;1;0.0;100.0
AEROVOLANIC;GUYONM;AEROVOLANIC;GUYON M.;1;0;0;0.0;0.0
AEROVOLANIC;PURTONZ;AEROVOLANIC;PURTON Z.;2;1;1;50.0;50.0
AESTHETICISM;CHAUCL;AESTHETICISM;CHAU C.L.;1;0;0;0.0;0.0
AESTHETICISM;HEWITSONL;AESTHETICISM;HEWITSON L.;4;0;0;0.0;0.0
AESTHETICISM;PURTONZ;AESTHETICISM;PURTON Z.;1;0;0;0.0;0.0
AESTHETICISM;TEETANK;AESTHETICISM;TEETAN K.;1;0;0;0.0;0.0
AETHELWIND;LEUNGKC;AETHELWIND;LEUNG K.C.;1;0;0;0.0;0.0
AETHELWIND;YUENHY;AETHELWIND;YUEN H.Y.;1;0;0;0.0;0.0
AFANDY;CDEMURO;AFANDY;C.DEMURO;4;2;3;50.0;75.0
AFESTATHA;RESERVISTE1;AF ESTATHA;RESERVISTE 1;1;0;0;0.0;0.0
AFFAIRISTE;PCHEYER;AFFAIRISTE;P.CHEYER;2;0;0;0.0;0.0
AFFECTION;HBESNIER;AFFECTION;H.BESNIER;1;1;1;100.0;100.0
AFFECTION;MGRANDIN;AFFECTION;M.GRANDIN;3;1;2;33.3;66.7
AFFIRMATIF;JBEYQUEM;AFFIRMATIF;JB.EYQUEM;2;0;0;0.0;0.0
AFGHAYYAR;MARCELINORODRIGUES;AF GHAYYAR;MARCELINO RODRIGUES;1;0;0;0.0;0.0
AFGHAYYAR;RESERVISTE3;AF GHAYYAR;RESERVISTE 3;1;0;0;0.0;0.0
AFIRMATEGATO;CARLOSALEJANDROORTEGATAPIA;AFIRMATE GATO;CARLOS ALEJANDRO ORTEGA TAPIA;1;0;0;0.0;0.0
AFIRMATEGATO;GERALDANDRESRODRIGUEZSEPULVED;AFIRMATE GATO;GERALD ANDRES RODRIGUEZ SEPULVED;1;0;0;0.0;0.0
AFIRMATEGATO;GUILLERMOANTONIOPEREZASTUDILL;AFIRMATE GATO;GUILLERMO ANTONIO PEREZ ASTUDILL;3;0;1;0.0;33.3
AFIRMATEGATO;JOSEDANIELVILLAGRAN;AFIRMATE GATO;JOSE DANIEL VILLAGRAN;1;0;0;0.0;0.0
AFJAN;APOUCHIN;AFJAN;A.POUCHIN;3;0;2;0.0;66.7
AFJAN;CSOUMILLON;AFJAN;C.SOUMILLON;2;0;2;0.0;100.0
AFLAYTH;ALEXANDREDASILVA;AF LAYTH;ALEXANDRE DA SILVA;1;0;0;0.0;0.0
AFLAYTH;MARCELINORODRIGUES;AF LAYTH;MARCELINO RODRIGUES;2;0;0;0.0;0.0
AFMARMUQ;ANDERSONPAIVA;AF MARMUQ;ANDERSON PAIVA;1;0;0;0.0;0.0
AFMEZAN;MFOULON;AF MEZAN;M.FOULON;2;0;0;0.0;0.0
AFMUHEM;APAIVA;AF MUHEM;A. PAIVA;1;0;0;0.0;0.0
AFMUKHREJ;RESERVISTE3;AF MUKHREJ;RESERVISTE 3;1;0;0;0.0;0.0
AFOGADO;CLECOEUVRE;AFOGADO;C.LECOEUVRE;3;0;0;0.0;0.0
AFOGADO;MGUYON;AFOGADO;M.GUYON;1;0;0;0.0;0.0
AFRAJ;WILLIAMBUICK;AFRAJ;WILLIAM BUICK;1;0;1;0.0;100.0
AFRICA;ARROMALIAYOUB;AFRICA;ARROMALI AYOUB;1;0;0;0.0;0.0
AFRICA;MARTINMONTOYA;AFRICA;MARTIN MONTOYA;1;0;0;0.0;0.0
AFRICANCANDY;ANDREWSLATTERY;AFRICAN CANDY;ANDREW SLATTERY;1;0;0;0.0;0.0
AFRICANGREY;AGAVILAN;AFRICAN GREY;A.GAVILAN;2;0;1;0.0;50.0
AFRICANGREY;AWERLE;AFRICAN GREY;A.WERLE;1;0;0;0.0;0.0
AFRICANGREY;IMENDIZABAL;AFRICAN GREY;I.MENDIZABAL;2;0;0;0.0;0.0
AFRICANGREY;SLEQUILLEUC;AFRICAN GREY;S.LE QUILLEUC;3;0;0;0.0;0.0
AFRIKAANS;ELIASDANIELMARTINEZ;AFRIKAANS;ELIAS DANIEL MARTINEZ;1;0;1;0.0;100.0
AFRIKASALVAJE;FERNANDOMIGUELVILCHES;AFRIKA SALVAJE;FERNANDO MIGUEL VILCHES;1;0;0;0.0;0.0
AFRODITA;MVASQUEZ;AFRODITA;M VASQUEZ;1;0;0;0.0;0.0
AFTERGLOW;ALEMAITRE;AFTERGLOW;A.LEMAITRE;2;0;2;0.0;100.0
AFTERGLOW;CPACAUT;AFTERGLOW;C.PACAUT;4;1;1;25.0;25.0
AFTERGLOW;HJOURNIAC;AFTERGLOW;H.JOURNIAC;2;0;0;0.0;0.0
AFTERGLOW;TTRULLIER;AFTERGLOW;T.TRULLIER;1;0;0;0.0;0.0
AFTERTAXES;DDAVIS;AFTER TAXES;D DAVIS;2;2;2;100.0;100.0
AFTERTIME;BREUXSTEPHANE;AFTER TIME;BREUX STEPHANE;1;0;0;0.0;0.0
AFTERTIME;LEFEBVREFABIEN;AFTER TIME;LEFEBVRE FABIEN;2;0;2;0.0;100.0
AFTERTIME;SIBYLLEVOGT;AFTER TIME;SIBYLLE VOGT;1;0;0;0.0;0.0
AFTERTIME;TEVELSMORGANE;AFTER TIME;TEVELS MORGANE;2;0;0;0.0;0.0
AFYATWA'AD;RICHARDMULLEN;AF YATWA'AD;RICHARD MULLEN;1;0;0;0.0;0.0
AFYON;MGRANDIN;AFYON;M.GRANDIN;1;0;0;0.0;0.0
AFYON;SPASQUIER;AFYON;S.PASQUIER;1;0;0;0.0;0.0
AGAINAGAIN;DARIOARCE;AGAIN AGAIN;DARIO  ARCE;1;0;0;0.0;0.0
AGAINAGAIN;RAMONARIELAGUIRRE;AGAIN AGAIN;RAMON ARIEL AGUIRRE;1;0;1;0.0;100.0
AGAINSTALLODDS;BENJAMINMARIE;AGAINST ALL ODDS;BENJAMIN MARIE;1;0;0;0.0;0.0
AGAINSTTHETIME;JPADRON-BARCENAS;AGAINST THE TIME;J PADRON-BARCENAS;1;0;0;0.0;0.0
AGAMEMNON;AGUTIERREZVAL;AGAMEMNON;A.GUTIERREZ VAL;2;0;0;0.0;0.0
AGAMEMNON;CGROSBOIS;AGAMEMNON;C.GROSBOIS;1;0;0;0.0;0.0
AGAMEMNON;FVERON;AGAMEMNON;F.VERON;1;0;0;0.0;0.0
AGAMEMNON;JGOURDAIN;AGAMEMNON;J.GOURDAIN;1;1;1;100.0;100.0
AGAMEMNON;MPROTTI;AGAMEMNON;M.PROTTI;1;0;0;0.0;0.0
AGAMEMNON;MROMARY;AGAMEMNON;M.ROMARY;2;0;0;0.0;0.0
AGAMEMNON;OISINMURPHY;AGAMEMNON;OISIN MURPHY;1;0;0;0.0;0.0
AGANDJIR;MFOULON;AGANDJIR;M.FOULON;2;0;0;0.0;0.0
AGANDJIR;VSEGUY;AGANDJIR;V.SEGUY;1;0;0;0.0;0.0
AGATHA;ALIYILDIZ;AGATHA;ALI YILDIZ;1;0;0;0.0;0.0
AGATHASENORA;CLECOEUVRE;AGATHA SENORA;C.LECOEUVRE;4;1;1;25.0;25.0
AGATHASENORA;EHARDOUIN;AGATHA SENORA;E.HARDOUIN;3;1;1;33.3;33.3
AGBULLET;JRVELAZQUEZ;AG BULLET;J R VELAZQUEZ;1;0;1;0.0;100.0
AGELESSLIPS;AMMATTHEWSJOHNSON;AGELESS LIPS;AM.MATTHEW S.JOHNSON;2;1;2;50.0;100.0
AGELKA;PREMOUE;AGELKA;P.REMOUE;2;0;0;0.0;0.0
AGELKA;YROUSSET;AGELKA;Y.ROUSSET;3;0;2;0.0;66.7
AGENDA;JORMAN;AGENDA;J ORMAN;1;0;0;0.0;0.0
AGENDA;POONMF;AGENDA;POON M.F.;2;0;0;0.0;0.0
AGENTSIM;BENJAMINMARIE;AGENT SIM;BENJAMIN MARIE;1;0;0;0.0;0.0
AGENTSIM;EDUARDOPEDROZA;AGENT SIM;EDUARDO PEDROZA;1;0;0;0.0;0.0
AGENTSIM;HAKIMTABET;AGENT SIM;HAKIM TABET;2;0;0;0.0;0.0
AGENTSIM;HBOUTIN;AGENT SIM;H.BOUTIN;1;0;0;0.0;0.0
AGEOFAQUARIUS;THOREHAMMER-HANSEN;AGE OF AQUARIUS;THORE HAMMER-HANSEN;1;0;0;0.0;0.0
AGEOFTIME;NICOLACURRIE;AGE OF TIME;NICOLA CURRIE;1;0;0;0.0;0.0
AGGENSTEIN;MARIANBETL;AGGENSTEIN;MARIAN BETL;1;0;0;0.0;0.0
AGGRESSIVELIME;IORTIZ,JR;AGGRESSIVE LIME;I ORTIZ, JR.;1;0;0;0.0;0.0
AGILE;CPACAUT;AGILE;C.PACAUT;1;0;0;0.0;0.0
AGILE;MVELON;AGILE;M.VELON;1;0;0;0.0;0.0
AGIOTA;AHAMELIN;AGIOTA;A.HAMELIN;1;0;0;0.0;0.0
AGIOTA;AMADAMET;AGIOTA;A.MADAMET;1;1;1;100.0;100.0
AGIOTA;CLECOEUVRE;AGIOTA;C.LECOEUVRE;1;0;0;0.0;0.0
AGITATOR;NEILCALLAN;AGITATOR;NEIL CALLAN;1;0;0;0.0;0.0
AGLAIA;BENJAMINMARIE;AGLAIA;BENJAMIN MARIE;1;0;0;0.0;0.0
AGNESE;YAIREMANUELPEREIRA;AGNESE;YAIR EMANUEL PEREIRA;3;1;2;33.3;66.7
AGNESI;AMOLINS;AGNESI;A.MOLINS;2;0;0;0.0;0.0
AGNESI;CPACAUT;AGNESI;C.PACAUT;1;0;0;0.0;0.0
AGNESI;GGUEDJ-GAY;AGNESI;G.GUEDJ-GAY;1;0;0;0.0;0.0
AGNESI;GSIAS;AGNESI;G.SIAS;1;0;1;0.0;100.0
AGNESIT'A;CPACAUT;AGNESIT'A;C.PACAUT;2;0;0;0.0;0.0
AGNESIT'A;HBESNIER;AGNESIT'A;H.BESNIER;3;0;1;0.0;33.3
AGNESIT'A;MGERMAIN;AGNESIT'A;M.GERMAIN;1;0;0;0.0;0.0
AGNESIT'A;RIACOPINI;AGNESIT'A;R.IACOPINI;2;0;1;0.0;50.0
AGNUSDEI;CCADEL;AGNUS DEI;C.CADEL;1;0;0;0.0;0.0
AGNUSDEI;RDUBORD;AGNUS DEI;R.DUBORD;1;0;0;0.0;0.0
AGOO;JRVELAZQUEZ;AGOO;J R VELAZQUEZ;1;0;0;0.0;0.0
AGOO;RESERVISTE1-MTO;AGOO;RESERVISTE 1 - MTO;1;0;0;0.0;0.0
AGOSTINA;JAVIEREMANUELPEREZ;AGOSTINA;JAVIER EMANUEL PEREZ;1;0;1;0.0;100.0
AGOSTINA;PEDROANIBALMUNIZ;AGOSTINA;PEDRO ANIBAL MUNIZ;1;0;1;0.0;100.0
AGOSTINA;VAGNERLEAL;AGOSTINA;VAGNER LEAL;1;0;1;0.0;100.0
AGOUREIL;AMADAMET;AGOUREIL;A.MADAMET;1;0;0;0.0;0.0
AGOUREIL;GCONGIU;AGOUREIL;G.CONGIU;2;0;0;0.0;0.0
AGOUREIL;HBESNIER;AGOUREIL;H.BESNIER;1;0;0;0.0;0.0
AGOUREIL;LBOISSEAU;AGOUREIL;L.BOISSEAU;1;0;0;0.0;0.0
AGOUREIL;MGRANDIN;AGOUREIL;M.GRANDIN;1;0;0;0.0;0.0
AGOUREIL;SRUIS;AGOUREIL;S.RUIS;1;0;1;0.0;100.0
AGOUREIL;TTRULLIER;AGOUREIL;T.TRULLIER;1;0;0;0.0;0.0
AGRI;AMADAMET;AGRI;A.MADAMET;3;0;1;0.0;33.3
AGRI;BMARIE;AGRI;B.MARIE;1;0;0;0.0;0.0
AGRI;CDEMURO;AGRI;C.DEMURO;2;1;2;50.0;100.0
AGRI;EHARDOUIN;AGRI;E. HARDOUIN;1;0;0;0.0;0.0
AGRI;TROMAN;AGRI;T.ROMAN;1;0;1;0.0;100.0
AGRIMONIA;ECORALLO;AGRIMONIA;E.CORALLO;1;0;0;0.0;0.0
AGRIMONIA;MMESIBYLLEVOGT;AGRIMONIA;MME SIBYLLE VOGT;1;0;0;0.0;0.0
AGRIMONIA;SVOGT;AGRIMONIA;S.VOGT;1;0;0;0.0;0.0
AGUANATURAL;TOMASVALENTINROA;AGUA NATURAL;TOMAS VALENTIN ROA;1;0;0;0.0;0.0
AGUARATED;MARIAEUGENIASCHNEIDER;AGUARA TED;MARIA EUGENIA SCHNEIDER;2;0;0;0.0;0.0
AGUASARRIBA;CARLOSPAVEZ;AGUAS ARRIBA;CARLOS  PAVEZ;1;0;0;0.0;0.0
AGUASARRIBA;JAIMEADOLFOMINOFICA;AGUAS ARRIBA;JAIME ADOLFO MINO FICA;1;0;0;0.0;0.0
AGUASENSUAL;ESTEBANEMANUELTORRES;AGUA SENSUAL;ESTEBAN EMANUEL TORRES;1;0;0;0.0;0.0
AGUAVITAE;NMASSELIS;AGUA VITAE;N.MASSELIS;1;0;0;0.0;0.0
AGUAVITAE;RDUBORD;AGUA VITAE;R.DUBORD;2;0;0;0.0;0.0
AGUAYIL;JOSEMANUELMOYASEPULVEDA;AGUA YIL;JOSE MANUEL MOYA SEPULVEDA;1;0;1;0.0;100.0
AGUILADEFUEGO;GUILLERMOANTONIOPEREZASTUDILL;AGUILA DE FUEGO;GUILLERMO ANTONIO PEREZ ASTUDILL;1;0;0;0.0;0.0
AGUILADEFUEGO;JOAQUINALEJANDROHERRERAOLIVAR;AGUILA DE FUEGO;JOAQUIN ALEJANDRO HERRERA OLIVAR;1;0;0;0.0;0.0
AGUILADEFUEGO;NICOLASALEJANDRORAMIREZMUNOZ;AGUILA DE FUEGO;NICOLAS ALEJANDRO RAMIREZ MUNOZ;1;0;0;0.0;0.0
AGUR;WILLIAMPEREYRA;AGUR;WILLIAM PEREYRA;1;0;0;0.0;0.0
AGUSTINAMANI;WILSONROSARIOMOREYRA;AGUSTINA MANI;WILSON ROSARIO MOREYRA;2;0;0;0.0;0.0
AGUSTINAS;JORGEALEJANDROGONZALEZMORENO;AGUSTINAS;JORGE ALEJANDRO GONZALEZ MORENO;1;0;0;0.0;0.0
AGUSTINAS;RAFAELFRANCISCOCISTERNASAYALA;AGUSTINAS;RAFAEL FRANCISCO CISTERNAS AYALA;1;0;1;0.0;100.0
AHALYA;APOUCHIN;AHALYA;A.POUCHIN;3;0;0;0.0;0.0
AHEADOFFASHION;BILLYLOUGHNANE;AHEAD OF FASHION;BILLY LOUGHNANE;1;0;0;0.0;0.0
AHIVIENEAHIVA;CRISTIANPATRICIOBOBADILLAREBO;AHI VIENE AHI VA;CRISTIAN PATRICIO BOBADILLA REBO;3;0;0;0.0;0.0
AHIVIENEAHIVA;JOHANAGUSTINGONZALEZ;AHI VIENE AHI VA;JOHAN AGUSTIN GONZALEZ;1;0;1;0.0;100.0
AHIVIENEAHIVA;JUANMANUELSOTOVEGA;AHI VIENE AHI VA;JUAN MANUEL SOTO VEGA;1;0;0;0.0;0.0
AHTAHAN;BERNARDOPINHEIRO;AH TAHAN;BERNARDO PINHEIRO;2;0;1;0.0;50.0
AIBAR;CDEMURO;AIBAR;C.DEMURO;1;0;1;0.0;100.0
AIDA;BENJAMINMARIE;AIDA;BENJAMIN MARIE;1;0;1;0.0;100.0
AIDA;NINABALTROMEI;AIDA;NINA BALTROMEI;1;0;0;0.0;0.0
AIDAN'SPHONE;AORANI;AIDAN'S PHONE;A.ORANI;1;0;0;0.0;0.0
AIDAN'SPHONE;HBESNIER;AIDAN'S PHONE;H.BESNIER;4;1;3;25.0;75.0
AIDAN'SPHONE;IMENDIZABAL;AIDAN'S PHONE;I.MENDIZABAL;1;0;0;0.0;0.0
AIGEAS;CHARLESBISHOP;AIGEAS;CHARLES BISHOP;1;0;0;0.0;0.0
AIGLEVAILLANT;DAVIDLISKA;AIGLE VAILLANT;DAVID LISKA;1;0;0;0.0;0.0
AIGUIERED'ARGENT;CLIJMANSKOEN;AIGUIERE D'ARGENT;CLIJMANS KOEN;1;0;1;0.0;100.0
AIGUIERED'ARGENT;WEISSMEIERMLLEESTHERRUTH;AIGUIERE D'ARGENT;WEISSMEIER MLLE ESTHER RUTH;1;1;1;100.0;100.0
AIMANT;HLEBOUC;AIMANT;H.LEBOUC;2;0;1;0.0;50.0
AIMANT;JCLAUDIC;AIMANT;J.CLAUDIC;1;0;0;0.0;0.0
AIMANT;LPLOMMEE;AIMANT;L.PLOMMEE;3;2;3;66.7;100.0
AIMERAPIDS;MPROTTI;AIME RAPIDS;M.PROTTI;1;0;0;0.0;0.0
AIMEVIPI;ALEZAMAMENENDEZ;AIME VIPI;A.LEZAMA MENENDEZ;1;0;0;0.0;0.0
AIMEVIPI;NMLOPESDUARTE;AIME VIPI;N.M..LOPES DUARTE;1;0;0;0.0;0.0
AIMFORTHEBULL;CALLUMSHEPHERD;AIM FOR THE BULL;CALLUM SHEPHERD;1;1;1;100.0;100.0
AIMFORTHEBULL;ROBHORNBY;AIM FOR THE BULL;ROB HORNBY;1;0;0;0.0;0.0
AIMINGHIGH;LUKEMORRIS;AIMING HIGH;LUKE MORRIS;1;0;0;0.0;0.0
AIMUSLIBERATUS;OZCANYILDIRIM;AIMUS LIBERATUS;OZCAN YILDIRIM;1;0;0;0.0;0.0
AIN'TNOBODY;KEVINSTOTT;AIN'T NOBODY;KEVIN STOTT;1;0;0;0.0;0.0
AINHOAGOLDWIN;CCADEL;AINHOA GOLDWIN;C.CADEL;1;0;0;0.0;0.0
AINHOAGOLDWIN;JBEYQUEM;AINHOA GOLDWIN;JB.EYQUEM;1;0;0;0.0;0.0
AINHOAGOLDWIN;MFOREST;AINHOA GOLDWIN;M.FOREST;1;0;0;0.0;0.0
AINTMISBEHAVING;SAHEBJANMOHAMMADZEESHAAN;AINT MISBEHAVING;SAHEBJAN MOHAMMAD ZEESHAAN;1;0;0;0.0;0.0
AINTMISBEHAVING;VANDERSCHUERENLAURA;AINT MISBEHAVING;VANDERSCHUEREN LAURA;1;0;0;0.0;0.0
AINTREEGIRL;MMARQUETTE;AINTREEGIRL;M.MARQUETTE;2;0;1;0.0;50.0
AINTREEGIRL;OANDIGNE;AINTREEGIRL;O.ANDIGNE;1;0;0;0.0;0.0
AIRA;STISON;AIRA;S.TISON;2;0;0;0.0;0.0
AIRBORNEELITE;JCASTELLANO;AIRBORNE ELITE;J CASTELLANO;1;0;1;0.0;100.0
AIRDESAMBA;FVALLESKAR;AIR DE SAMBA;F.VALLE SKAR;7;0;2;0.0;28.6
AIRDESAMBA;PREMOUE;AIR DE SAMBA;P.REMOUE;2;0;0;0.0;0.0
AIREDETIGRE;JOHANAGUSTINGONZALEZ;AIRE DE TIGRE;JOHAN AGUSTIN GONZALEZ;1;0;1;0.0;100.0
AIREDETIGRE;JORGELUISVERGARA;AIRE DE TIGRE;JORGE LUIS VERGARA;2;0;0;0.0;0.0
AIRELIBRE;WILSONROSARIOMOREYRA;AIRE LIBRE;WILSON ROSARIO MOREYRA;1;0;0;0.0;0.0
AIRESDEGLORIA;GUSTAVOEMILIANOCALVENTE;AIRES DE GLORIA;GUSTAVO EMILIANO CALVENTE;1;0;0;0.0;0.0
AIRFORCECRUISING;GMALDONADO;AIR FORCE CRUISING;G MALDONADO;1;0;0;0.0;0.0
AIRFORCECRUISING;JMORELOS;AIR FORCE CRUISING;J MORELOS;1;0;1;0.0;100.0
AIRINVASION;ACONCEPCION;AIR INVASION;A CONCEPCION;1;0;0;0.0;0.0
AIROSAVEGA;LUISALBERTOCACERES;AIROSA VEGA;LUIS ALBERTO CACERES;1;0;0;0.0;0.0
AISHITERU;SPASQUIER;AISHITERU;S.PASQUIER;3;0;1;0.0;33.3
AISLINGOSCAR;CONORWHITELEY;AISLING OSCAR;CONOR WHITELEY;1;1;1;100.0;100.0
AISLINGOSCAR;HOLLIEDOYLE;AISLING OSCAR;HOLLIE DOYLE;1;0;0;0.0;0.0
AISLINGOSCAR;OISINMCSWEENEY;AISLING OSCAR;OISIN MCSWEENEY;1;1;1;100.0;100.0
AITAI;KEVINBANEGAS;AITAI;KEVIN BANEGAS;1;0;0;0.0;0.0
AITAI;LUCASJESUSNORIEGACOBIAN;AITAI;LUCAS JESUS NORIEGA COBIAN;1;0;0;0.0;0.0
AITUKEY;GONZALODAMIANBORDA;AITU KEY;GONZALO DAMIAN BORDA;1;0;0;0.0;0.0
AITUKEY;THIAGOEVERLARREAFRUTOS;AITU KEY;THIAGO EVER LARREA FRUTOS;1;0;0;0.0;0.0
AIVLIS;MOUSSAREDA;AIVLIS;MOUSSA REDA;1;0;1;0.0;100.0
AIXLACHAPELLE;RYANMOORE;AIX LA CHAPELLE;RYAN MOORE;1;0;0;0.0;0.0
AIXLESBAINS;AHAMELIN;AIX LES BAINS;A.HAMELIN;1;0;0;0.0;0.0
AIXLESBAINS;JCLAUDIC;AIX LES BAINS;J.CLAUDIC;1;1;1;100.0;100.0
AJAAYB;MGUTIERREZ;AJAAYB;M GUTIERREZ;1;0;0;0.0;0.0
AJANDRA;AMJULEHOEGGEMANN;AJANDRA;AM.JULE HOEGGEMANN;1;0;0;0.0;0.0
AJAXANIA;BENJAMINMARIE;AJAXANIA;BENJAMIN MARIE;1;0;0;0.0;0.0
AJAXANIA;THOREHAMMER-HANSEN;AJAXANIA;THORE HAMMER-HANSEN;1;0;1;0.0;100.0
AKAANDRED;FELIPEJAVIERMORENOFUENTES;AKA AND RED;FELIPE JAVIER MORENO FUENTES;1;0;0;0.0;0.0
AKAANDRED;JORGEIGNACIOBAEZARIVEROS;AKA AND RED;JORGE IGNACIO BAEZA RIVEROS;1;0;0;0.0;0.0
AKAANDRED;JOSEMATIASEYZAGUIRRECEPEDA;AKA AND RED;JOSE MATIAS EYZAGUIRRE CEPEDA;2;1;2;50.0;100.0
AKAANDRED;MAXIMILIANOJOSESALINAS;AKA AND RED;MAXIMILIANO JOSE SALINAS;1;0;0;0.0;0.0
AKAANDRED;RODOLFOANTONIOFUENZALIDAGARCI;AKA AND RED;RODOLFO ANTONIO FUENZALIDA GARCI;1;0;0;0.0;0.0
AKAANDRED;WLADIMIREMILIANOQUINTEROSGONZ;AKA AND RED;WLADIMIR EMILIANO QUINTEROS GONZ;1;0;1;0.0;100.0
AKAGERA;JLACROIX;AKAGERA;J.LACROIX;1;0;0;0.0;0.0
AKAGERA;LGUERACAGUE;AKAGERA;L.GUERACAGUE;1;0;0;0.0;0.0
AKAGERA;TTRULLIER;AKAGERA;T.TRULLIER;5;0;0;0.0;0.0
AKAK;JONATHANANDRESCASTILLOTAPIA;AK AK;JONATHAN ANDRES CASTILLO TAPIA;1;0;0;0.0;0.0
AKAMASOA;ALEMAITRE;AKAMASOA;A.LEMAITRE;3;0;0;0.0;0.0
AKAMASOA;HJOURNIAC;AKAMASOA;H. JOURNIAC;1;0;0;0.0;0.0
AKAMASOA;TTRULLIER;AKAMASOA;T.TRULLIER;3;0;0;0.0;0.0
AKASHI;DIOGONICOLASGONZALEZ;AKASHI;DIOGO NICOLAS GONZALEZ;1;0;0;0.0;0.0
AKASHVANI;AVDULLAB;AKASHVANI;AVDULLA B.;1;1;1;100.0;100.0
AKASHVANI;BENTLEYH;AKASHVANI;BENTLEY H.;1;0;0;0.0;0.0
AKASHVANI;FERRARISL;AKASHVANI;FERRARIS L.;1;0;0;0.0;0.0
AKASHVANI;HEWITSONL;AKASHVANI;HEWITSON L.;2;0;0;0.0;0.0
AKAYA;FVERON;AKAYA;F.VERON;2;0;0;0.0;0.0
AKAYA;LROUSSEL;AKAYA;L.ROUSSEL;1;0;0;0.0;0.0
AKERMANISGOLD;CHAUCL;AKERMANIS GOLD;CHAU C.L.;1;0;0;0.0;0.0
AKERMANISGOLD;CHUNGYL;AKERMANIS GOLD;CHUNG Y.L.;1;0;0;0.0;0.0
