Cheval_clean;Hippo;Cheval;Hippodrome;Courses;Victoires;Podiums;Moyenne_classement;Derniere_course;Taux_victoire;Taux_podium;Jours_depuis
TIPINSO;LA CEPIERE;TIPINSO;LA CEPIERE;1;0;1;2.0;2026-04-19;0.0;100.0;93.0
TIPINSO;LA TESTE;TIPINSO;LA TESTE;1;0;1;2.0;2026-03-21;0.0;100.0;122.0
TIPINSO;LE BOUSCAT;TIPINSO;LE BOUSCAT;1;0;0;5.0;2026-05-23;0.0;0.0;59.0
TIPTOECHARGE;MARONAS;TIP TOE CHARGE;MARONAS;3;0;3;2.0;2026-06-21;0.0;100.0;30.0
TIRAPARAARRIBA;PALERMO;TIRA PARA ARRIBA;PALERMO;1;0;0;13.0;2026-02-06;0.0;0.0;165.0
TIRIAKGRINE;CASABLANCA;TIRIAK GRINE;CASABLANCA;2;0;0;5.5;2026-03-20;0.0;0.0;123.0
TISSIMO;CHANTILLY;TISSIMO;CHANTILLY;1;0;0;7.0;2026-03-30;0.0;0.0;113.0
TISSIMO;ParisLongchamp;TISSIMO;ParisLongchamp;3;1;1;5.666666666666667;2026-06-11;33.3;33.3;40.0
TISWAHUM;LA TESTE;TISWAHUM;LA TESTE;2;0;1;1.5;2026-07-11;0.0;50.0;10.0
TISWAHUM;MONT DE MARSAN;TISWAHUM;MONT DE MARSAN;1;0;0;0.0;2026-06-21;0.0;0.0;30.0
TISWAHUM;TARBES;TISWAHUM;TARBES;1;0;1;3.0;2026-04-17;0.0;100.0;95.0
TITAN;GULFSTREAM PARK;TITAN;GULFSTREAM PARK;1;0;0;0.0;2026-01-23;0.0;0.0;179.0
TITANICH;SANTIAGO;TITANICH;SANTIAGO;1;0;0;7.0;2026-07-13;0.0;0.0;8.0
TITANPEGASUS;SHA TIN (HONG KONG);TITAN PEGASUS;SHA TIN (HONG KONG);1;0;0;13.0;2026-05-24;0.0;0.0;58.0
TITANRISING;ESPERANCE AUSTRALIE;TITAN RISING;ESPERANCE AUSTRALIE;1;0;0;4.0;2026-03-10;0.0;0.0;133.0
TITIAN;BEVERLEY;TITIAN;BEVERLEY;1;0;0;4.0;2026-06-23;0.0;0.0;28.0
TITIMATEX;VALPARAISO;TITIMATEX;VALPARAISO;2;1;1;2.5;2026-05-30;50.0;50.0;52.0
TITLEROLE;MEYDAN (E.A.U);TITLE ROLE;MEYDAN (E.A.U);3;2;3;1.6666666666666667;2026-02-28;66.7;100.0;143.0
TITLEROLE;SARATOGA;TITLE ROLE;SARATOGA;1;1;1;1.0;2026-07-04;100.0;100.0;17.0
TITULAR;MARONAS;TITULAR;MARONAS;1;0;0;0.0;2026-03-08;0.0;0.0;135.0
TIZASWEETLADY;GULFSTREAM PARK;TIZASWEETLADY;GULFSTREAM PARK;1;1;1;1.0;2026-01-30;100.0;100.0;172.0
TIZCAT;SANTIAGO;TIZ CAT;SANTIAGO;1;1;1;1.0;2026-05-31;100.0;100.0;51.0
TIZDASHING;SARATOGA;TIZ DASHING;SARATOGA;1;0;0;8.0;2026-06-06;0.0;0.0;45.0
TIZIAN;CHANTILLY;TIZIAN;CHANTILLY;2;0;1;4.0;2026-03-26;0.0;50.0;117.0
TIZIAN;COMPIEGNE;TIZIAN;COMPIEGNE;1;0;0;11.0;2026-06-05;0.0;0.0;46.0
TIZIAN;DEAUVILLE;TIZIAN;DEAUVILLE;3;1;2;2.6666666666666665;2026-01-30;33.3;66.7;172.0
TIZIAN;ParisLongchamp;TIZIAN;ParisLongchamp;1;0;0;6.0;2026-07-09;0.0;0.0;12.0
TIZIMPROBABLE;AQUEDUCT;TIZ IMPROBABLE;AQUEDUCT;1;0;0;11.0;2026-06-20;0.0;0.0;31.0
TIZJOY;PALERMO;TIZ JOY;PALERMO;1;0;0;6.0;2026-02-16;0.0;0.0;155.0
TIZLAWRY;AQUEDUCT;TIZLAWRY;AQUEDUCT;1;0;0;8.0;2026-06-13;0.0;0.0;38.0
TIZMARKUS;SARATOGA;TIZMARKUS;SARATOGA;1;0;1;2.0;2026-07-16;0.0;100.0;5.0
TIZMOOD;SANTIAGO;TIZ MOOD;SANTIAGO;1;0;0;13.0;2026-05-31;0.0;0.0;51.0
TIZNADA;SANTIAGO;TIZNADA;SANTIAGO;3;0;1;4.0;2026-03-23;0.0;33.3;120.0
TIZNOWMAMA;SARATOGA;TIZNOW MAMA;SARATOGA;1;0;0;11.0;2026-06-06;0.0;0.0;45.0
TIZPRACTICAL;GULFSTREAM PARK;TIZ PRACTICAL;GULFSTREAM PARK;1;0;0;6.0;2026-02-06;0.0;0.0;165.0
TIZTASTIC;CHURCHILL DOWNS;TIZTASTIC;CHURCHILL DOWNS;1;1;1;1.0;2026-05-09;100.0;100.0;73.0
TIZTASTIC;SARATOGA;TIZTASTIC;SARATOGA;1;0;1;3.0;2026-07-04;0.0;100.0;17.0
TIZTHELADY;AQUEDUCT;TIZ THE LADY;AQUEDUCT;2;1;2;1.5;2026-06-13;50.0;100.0;38.0
TIZTOP;SAN ISIDRO;TIZ TOP;SAN ISIDRO;1;0;0;8.0;2026-06-14;0.0;0.0;37.0
TIZZIANO;VALPARAISO;TIZZIANO;VALPARAISO;6;0;2;4.666666666666667;2026-05-30;0.0;33.3;52.0
TJAREED;MEYDAN (E.A.U);TJAREED;MEYDAN (E.A.U);2;0;1;4.5;2026-02-20;0.0;50.0;151.0
TLON;SAN ISIDRO;TLON;SAN ISIDRO;3;0;1;5.0;2026-06-10;0.0;33.3;41.0
TOALL;MARONAS;TO ALL;MARONAS;1;0;1;2.0;2026-05-10;0.0;100.0;72.0
TOASTMASTER;COMPIEGNE;TOASTMASTER;COMPIEGNE;1;1;1;1.0;2026-04-25;100.0;100.0;87.0
TOASTMASTER;KEMPTON PARK;TOASTMASTER;KEMPTON PARK;1;0;1;3.0;2026-02-25;0.0;100.0;146.0
TOASTMASTER;NEWMARKET;TOASTMASTER;NEWMARKET;1;0;0;5.0;2026-07-10;0.0;0.0;11.0
TOASTTHESTAR;CHURCHILL DOWNS;TOAST THE STAR;CHURCHILL DOWNS;1;0;1;3.0;2026-05-08;0.0;100.0;74.0
TOASTTOTHESTONES;GULFSTREAM PARK;TOASTTOTHESTONES;GULFSTREAM PARK;2;0;0;5.0;2026-04-23;0.0;0.0;89.0
TOBIAN;BUNBURY AUSTRALIE;TOBIAN;BUNBURY AUSTRALIE;1;0;0;10.0;2026-01-11;0.0;0.0;191.0
TOBIAN;YORK AUSTRALIE;TOBIAN;YORK AUSTRALIE;1;0;0;7.0;2026-03-15;0.0;0.0;128.0
TOCABOCA;CAGNES/MER;TOCA BOCA;CAGNES/MER;1;0;0;13.0;2026-01-19;0.0;0.0;183.0
TOCAMADERA;CURRAGH;TOCA MADERA;CURRAGH;1;0;0;6.0;2026-06-28;0.0;0.0;23.0
TOCAMADERA;VALPARAISO;TOCA MADERA;VALPARAISO;1;0;0;6.0;2026-06-10;0.0;0.0;41.0
TOCOA;CHANTILLY;TOCOA;CHANTILLY;1;0;0;8.0;2026-05-12;0.0;0.0;70.0
TOCOA;LYON-PARILLY;TOCOA;LYON-PARILLY;1;0;0;5.0;2026-06-22;0.0;0.0;29.0
TOCOA;SAINT-CLOUD;TOCOA;SAINT-CLOUD;1;0;1;2.0;2026-03-29;0.0;100.0;114.0
TODAMELECA;MARONAS;TODA MELECA;MARONAS;2;0;1;4.0;2026-04-12;0.0;50.0;100.0
TODASLOCAS;SANTIAGO;TODAS LOCAS;SANTIAGO;1;0;0;7.0;2026-07-13;0.0;0.0;8.0
TODASMIENTEN;SANTIAGO;TODAS MIENTEN;SANTIAGO;4;1;1;5.75;2026-03-20;25.0;25.0;123.0
TODASUERTE;MARONAS;TODA SUERTE;MARONAS;1;0;0;6.0;2026-03-08;0.0;0.0;135.0
TODASVUELVEN;SANTIAGO;TODAS VUELVEN;SANTIAGO;1;0;0;9.0;2026-01-23;0.0;0.0;179.0
TODAUNAVIDA;MARONAS;TODA UNA VIDA;MARONAS;3;0;1;4.0;2026-05-30;0.0;33.3;52.0
TODAVIACANTAMOS;SAN ISIDRO;TODAVIA CANTAMOS;SAN ISIDRO;2;1;1;10.0;2026-05-25;50.0;50.0;57.0
TODOAMOR;MARONAS;TODO AMOR;MARONAS;2;0;2;2.5;2026-02-15;0.0;100.0;156.0
TODOCAMBIA;SAN ISIDRO;TODO CAMBIA;SAN ISIDRO;1;0;0;8.0;2026-05-30;0.0;0.0;52.0
TODOCAMBIA;VALPARAISO;TODO CAMBIA;VALPARAISO;1;1;1;1.0;2026-02-04;100.0;100.0;167.0
TODOHAPPY;MARONAS;TODO HAPPY;MARONAS;5;0;1;3.6;2026-06-07;0.0;20.0;44.0
TODOONADA;SANTIAGO;TODO O NADA;SANTIAGO;1;0;0;8.0;2026-04-20;0.0;0.0;92.0
TODOPORTI;PALERMO;TODO POR TI;PALERMO;1;0;1;3.0;2026-03-30;0.0;100.0;113.0
TODOSLOSAMIGOS;PALERMO;TODOS LOS AMIGOS;PALERMO;1;0;0;6.0;2026-02-14;0.0;0.0;157.0
TODOSMIENTEN;SANTIAGO;TODOS MIENTEN;SANTIAGO;2;0;0;7.5;2026-05-04;0.0;0.0;78.0
TODOTODA;SAN ISIDRO;TODO TODA;SAN ISIDRO;1;0;0;8.0;2026-05-25;0.0;0.0;57.0
TODOUNCABALLERO;MARONAS;TODO UN CABALLERO;MARONAS;4;0;1;5.5;2026-04-19;0.0;25.0;93.0
TOELVIS;CHURCHILL DOWNS;T O ELVIS;CHURCHILL DOWNS;1;1;1;1.0;2026-05-20;100.0;100.0;62.0
TOFU;CHANTILLY;TOFU;CHANTILLY;1;0;1;3.0;2026-07-07;0.0;100.0;14.0
TOGAD'ORO;AQUEDUCT;TOGA D'ORO;AQUEDUCT;1;0;0;0.0;2026-06-27;0.0;0.0;24.0
TOGETHERWEVALUE;HAPPY VALLEY;TOGETHER WE VALUE;HAPPY VALLEY;4;0;0;4.75;2026-06-24;0.0;0.0;27.0
TOGETHERWEVALUE;SHA TIN (HONG KONG);TOGETHER WE VALUE;SHA TIN (HONG KONG);1;0;0;8.0;2026-07-10;0.0;0.0;11.0
TOGYUSHI;MARONAS;TOGYUSHI;MARONAS;2;0;1;5.0;2026-04-05;0.0;50.0;107.0
TOHEAVEN;MARONAS;TO HEAVEN;MARONAS;3;0;2;3.6666666666666665;2026-04-26;0.0;66.7;86.0
TOIJK;CHANTILLY;TOIJK;CHANTILLY;1;0;0;8.0;2026-05-19;0.0;0.0;63.0
TOIJK;DEAUVILLE;TOIJK;DEAUVILLE;2;0;0;14.5;2026-01-30;0.0;0.0;172.0
TOIJK;DUSSELDORF;TOIJK;DUSSELDORF;1;0;0;8.0;2026-05-31;0.0;0.0;51.0
TOIMYSON;DEAUVILLE;TOIMY SON;DEAUVILLE;1;0;0;4.0;2026-06-27;0.0;0.0;24.0
TOIMYSON;LA CEPIERE;TOIMY SON;LA CEPIERE;1;0;1;3.0;2026-06-08;0.0;100.0;43.0
TOIMYSON;LE BOUSCAT;TOIMY SON;LE BOUSCAT;1;0;0;13.0;2026-04-27;0.0;0.0;85.0
TOIMYSON;PAU;TOIMY SON;PAU;2;1;1;3.0;2026-01-20;50.0;50.0;182.0
TOIMYSON;PORNICHET;TOIMY SON;PORNICHET;1;0;0;5.0;2026-02-18;0.0;0.0;153.0
TOIMYSON;SALON DE PROVENCE;TOIMY SON;SALON DE PROVENCE;1;0;1;2.0;2026-06-17;0.0;100.0;34.0
TOINFINITY;HAPPY VALLEY;TO INFINITY;HAPPY VALLEY;11;0;1;8.909090909090908;2026-07-15;0.0;9.1;6.0
TOJOEY;GULFSTREAM PARK;TO JOEY;GULFSTREAM PARK;2;0;1;4.0;2026-06-26;0.0;50.0;25.0
TOKAIDO;CHANTILLY;TOKAIDO;CHANTILLY;3;3;3;1.0;2026-07-19;100.0;100.0;2.0
TOKAIDO;DEAUVILLE;TOKAIDO;DEAUVILLE;1;1;1;1.0;2026-06-27;100.0;100.0;24.0
TOKAIDO;SAINT-CLOUD;TOKAIDO;SAINT-CLOUD;1;0;1;2.0;2026-03-24;0.0;100.0;119.0
TOKENGESTURE;KEMPTON PARK;TOKEN GESTURE;KEMPTON PARK;2;0;0;3.0;2026-02-11;0.0;0.0;160.0
TOKENOMICS;CURRAGH;TOKENOMICS;CURRAGH;1;0;0;6.0;2026-06-28;0.0;0.0;23.0
TOKYODREAMER;COMPIEGNE;TOKYO DREAMER;COMPIEGNE;2;0;0;9.5;2026-06-13;0.0;0.0;38.0
TOKYODREAMER;DEAUVILLE;TOKYO DREAMER;DEAUVILLE;1;0;0;8.0;2026-01-08;0.0;0.0;194.0
TOKYODREAMER;ParisLongchamp;TOKYO DREAMER;ParisLongchamp;2;0;1;3.0;2026-07-20;0.0;50.0;1.0
TOKYODREAMER;SAINT-CLOUD;TOKYO DREAMER;SAINT-CLOUD;4;0;1;6.5;2026-05-15;0.0;25.0;67.0
TOKYOTOWER;CURRAGH;TOKYO TOWER;CURRAGH;1;1;1;1.0;2026-07-19;100.0;100.0;2.0
TOKYOVICE;PALERMO;TOKYO VICE;PALERMO;1;1;1;1.0;2026-06-20;100.0;100.0;31.0
TOLEDANA;PALERMO;TOLEDANA;PALERMO;2;0;0;2.5;2026-05-09;0.0;0.0;73.0
TOLEDANA;SAN ISIDRO;TOLEDANA;SAN ISIDRO;1;0;1;3.0;2026-04-11;0.0;100.0;101.0
TOLEO;CHANTILLY;TOLEO;CHANTILLY;2;0;0;7.5;2026-07-19;0.0;0.0;2.0
TOLEO;CLAIREFONTAINE;TOLEO;CLAIREFONTAINE;1;0;0;16.0;2026-07-30;0.0;0.0;-9.0
TOLEO;LYON LA SOIE;TOLEO;LYON LA SOIE;1;0;0;9.0;2026-03-21;0.0;0.0;122.0
TOLEO;PORNICHET;TOLEO;PORNICHET;1;0;0;4.0;2026-01-19;0.0;0.0;183.0
TOLEO;SAINT-CLOUD;TOLEO;SAINT-CLOUD;1;0;1;3.0;2026-05-10;0.0;100.0;72.0
TOLLARDROYAL;DEAUVILLE;TOLLARD ROYAL;DEAUVILLE;1;0;0;8.0;2026-01-09;0.0;0.0;193.0
TOLLEVAST;CHANTILLY;TOLLEVAST;CHANTILLY;2;0;0;13.5;2026-02-13;0.0;0.0;158.0
TOLLEVAST;COMPIEGNE;TOLLEVAST;COMPIEGNE;1;0;0;14.0;2026-03-27;0.0;0.0;116.0
TOLLTOTALE;MARONAS;TOLL TOTALE;MARONAS;3;0;1;4.0;2026-07-19;0.0;33.3;2.0
TOLSTOI;MARONAS;TOLSTOI;MARONAS;2;0;1;5.5;2026-06-14;0.0;50.0;37.0
TOMAKAY;CAGNES/MER;TOMAKAY;CAGNES/MER;1;0;0;5.0;2026-02-10;0.0;0.0;161.0
TOMAKAY;CHANTILLY;TOMAKAY;CHANTILLY;1;0;1;2.0;2026-01-21;0.0;100.0;181.0
TOMAKAY;CLAIREFONTAINE;TOMAKAY;CLAIREFONTAINE;1;0;1;2.0;2026-07-30;0.0;100.0;-9.0
TOMAKAY;LE BOUSCAT;TOMAKAY;LE BOUSCAT;1;0;1;3.0;2026-05-23;0.0;100.0;59.0
TOMAKAY;ParisLongchamp;TOMAKAY;ParisLongchamp;1;0;1;2.0;2026-06-15;0.0;100.0;36.0
TOMAN;CHANTILLY;TOMAN;CHANTILLY;1;0;0;8.0;2026-07-07;0.0;0.0;14.0
TOMANOTA;PALERMO;TOMA NOTA;PALERMO;1;0;1;3.0;2026-05-10;0.0;100.0;72.0
TOMANOTA;SAN ISIDRO;TOMA NOTA;SAN ISIDRO;1;0;0;6.0;2026-03-08;0.0;0.0;135.0
TOMARLO;WOLVERHAMPTON;TOMARLO;WOLVERHAMPTON;1;0;0;0.0;2026-04-21;0.0;0.0;91.0
TOMATEUNTRAGO;VALPARAISO;TOMATE UN TRAGO;VALPARAISO;2;0;1;5.0;2026-03-11;0.0;50.0;132.0
TOMBALLET;MARONAS;TOMBALLET;MARONAS;1;0;0;9.0;2026-01-06;0.0;0.0;196.0
TOMCATTUESDAY;CHURCHILL DOWNS;TOM CAT TUESDAY;CHURCHILL DOWNS;1;0;1;3.0;2026-05-08;0.0;100.0;74.0
TOMLAND;MACHECOUL;TOMLAND;MACHECOUL;1;0;0;10.0;2026-02-22;0.0;0.0;149.0
TOMMORAH;DORTMUND;TOMMORAH;DORTMUND;2;1;1;5.5;2026-02-10;50.0;50.0;161.0
TOMMORAH;HAMBOURG HORN;TOMMORAH;HAMBOURG HORN;1;0;0;0.0;2026-06-28;0.0;0.0;23.0
TOMMYREY;CONCEPCION;TOMMY REY;CONCEPCION;1;0;1;3.0;2026-06-30;0.0;100.0;21.0
TOMODACHIKOKOROE;SHA TIN (HONG KONG);TOMODACHI KOKOROE;SHA TIN (HONG KONG);4;0;1;5.0;2026-05-31;0.0;25.0;51.0
TOMOEGOZEN;CAGNES/MER;TOMOE GOZEN;CAGNES/MER;5;0;1;4.6;2026-02-21;0.0;20.0;150.0
TOMOEGOZEN;COMPIEGNE;TOMOE GOZEN;COMPIEGNE;1;0;0;6.0;2026-07-16;0.0;0.0;5.0
TOMOEGOZEN;DEAUVILLE;TOMOE GOZEN;DEAUVILLE;1;0;0;8.0;2026-01-20;0.0;0.0;182.0
TOMOEGOZEN;DIEPPE;TOMOE GOZEN;DIEPPE;1;0;0;9.0;2026-06-23;0.0;0.0;28.0
TOMOEGOZEN;LE BOUSCAT;TOMOE GOZEN;LE BOUSCAT;1;0;0;7.0;2026-04-27;0.0;0.0;85.0
TOMOEGOZEN;NANTES;TOMOE GOZEN;NANTES;1;0;0;6.0;2026-07-10;0.0;0.0;11.0
TOMOEGOZEN;PONT DE VIVAUX;TOMOE GOZEN;PONT DE VIVAUX;1;0;0;4.0;2026-02-10;0.0;0.0;161.0
TOMOEGOZEN;SAINT-CLOUD;TOMOE GOZEN;SAINT-CLOUD;1;0;0;11.0;2026-03-05;0.0;0.0;138.0
TOMOEGOZEN;STRASBOURG;TOMOE GOZEN;STRASBOURG;1;0;0;10.0;2026-05-27;0.0;0.0;55.0
TOMORROWDAY;NEWCASTLE;TOMORROW DAY;NEWCASTLE;1;0;1;2.0;2026-03-11;0.0;100.0;132.0
TONADAVIEJA;VALPARAISO;TONADA VIEJA;VALPARAISO;2;0;2;2.5;2026-01-11;0.0;100.0;191.0
TONAL;SOUTHWELL;TONAL;SOUTHWELL;1;0;0;5.0;2026-04-07;0.0;0.0;105.0
TONERRE;MARONAS;TONERRE;MARONAS;1;0;0;5.0;2026-07-05;0.0;0.0;16.0
TONGAMIRONGA;MARONAS;TONGA MIRONGA;MARONAS;1;1;1;1.0;2026-05-30;100.0;100.0;52.0
TONICAFRESCA;PALERMO;TONICA FRESCA;PALERMO;1;0;0;0.0;2026-05-28;0.0;0.0;54.0
TONIGHTMOON;BORELY;TO NIGHT MOON;BORELY;1;0;0;7.0;2026-03-18;0.0;0.0;125.0
TONIGHTMOON;DAX;TO NIGHT MOON;DAX;1;0;0;6.0;2026-05-18;0.0;0.0;64.0
TONIGHTMOON;LA CEPIERE;TO NIGHT MOON;LA CEPIERE;1;0;0;6.0;2026-04-06;0.0;0.0;106.0
TONIGHTMOON;PONT DE VIVAUX;TO NIGHT MOON;PONT DE VIVAUX;1;0;1;3.0;2026-03-22;0.0;100.0;121.0
TONIGHTMOON;SALON DE PROVENCE;TO NIGHT MOON;SALON DE PROVENCE;1;0;1;3.0;2026-04-16;0.0;100.0;96.0
TONIKNOSS;CASABLANCA;TONIKNOSS;CASABLANCA;1;0;0;6.0;2026-03-30;0.0;0.0;113.0
TONNANT;CHANTILLY;TONNANT;CHANTILLY;1;1;1;1.0;2026-03-30;100.0;100.0;113.0
TONNANT;ParisLongchamp;TONNANT;ParisLongchamp;1;0;1;3.0;2026-06-07;0.0;100.0;44.0
TONNANT;SAINT-CLOUD;TONNANT;SAINT-CLOUD;1;0;1;3.0;2026-04-17;0.0;100.0;95.0
TONOFGRUNT;NORTHAM AUSTRALIE;TON OF GRUNT;NORTHAM AUSTRALIE;1;0;1;3.0;2026-05-30;0.0;100.0;52.0
TONTERIAFRANK;SAN ISIDRO;TONTERIA FRANK;SAN ISIDRO;2;0;0;7.5;2026-05-30;0.0;0.0;52.0
TONYFROMHR;KEMPTON PARK;TONYFROMHR;KEMPTON PARK;1;0;0;9.0;2026-01-28;0.0;0.0;174.0
TONYHOOKS;AQUEDUCT;TONY HOOKS;AQUEDUCT;1;0;0;0.0;2026-06-20;0.0;0.0;31.0
TONYMONTANA;SAN SEBASTIAN;TONY MONTANA;SAN SEBASTIAN;2;1;2;2.0;2026-04-29;50.0;100.0;83.0
TONYMONTANA;SANTIAGO;TONY MONTANA;SANTIAGO;1;0;0;11.0;2026-03-09;0.0;0.0;134.0
TOOCOOLFORSCHOOL;NANTES;TOOCOOLFORSCHOOL;NANTES;5;1;3;5.0;2026-07-10;20.0;60.0;11.0
TOOCOOLFORSCHOOL;PAU;TOOCOOLFORSCHOOL;PAU;1;0;0;6.0;2026-01-18;0.0;0.0;184.0
TOOCOOLFORSCHOOL;PORNICHET;TOOCOOLFORSCHOOL;PORNICHET;5;0;1;4.8;2026-03-25;0.0;20.0;118.0
TOOCOOLFORSCHOOL;SENONNES POUANCE;TOOCOOLFORSCHOOL;SENONNES POUANCE;1;0;0;5.0;2026-03-13;0.0;0.0;130.0
TOODARNQUICK;CHANTILLY;TOO DARN QUICK;CHANTILLY;1;0;0;5.0;2026-03-26;0.0;0.0;117.0
TOODARNQUICK;COMPIEGNE;TOO DARN QUICK;COMPIEGNE;1;0;1;3.0;2026-07-16;0.0;100.0;5.0
TOODARNQUICK;DEAUVILLE;TOO DARN QUICK;DEAUVILLE;1;0;0;6.0;2026-04-08;0.0;0.0;104.0
TOODARNQUICK;ParisLongchamp;TOO DARN QUICK;ParisLongchamp;2;0;1;3.5;2026-06-18;0.0;50.0;33.0
TOODARNQUICK;SAINT-CLOUD;TOO DARN QUICK;SAINT-CLOUD;1;0;0;4.0;2026-05-10;0.0;0.0;72.0
TOODARNSPICY;NEWCASTLE;TOO DARN SPICY;NEWCASTLE;2;0;1;5.5;2026-04-13;0.0;50.0;99.0
TOOEMIN;CAGNES/MER;TOO EMIN;CAGNES/MER;1;0;0;15.0;2026-01-17;0.0;0.0;185.0
TOOEMIN;PONT DE VIVAUX;TOO EMIN;PONT DE VIVAUX;1;0;0;8.0;2026-01-05;0.0;0.0;197.0
TOOGOODFORSCHOOL;CAGNES/MER;TOOGOODFORSCHOOL;CAGNES/MER;5;0;0;6.2;2026-02-21;0.0;0.0;150.0
TOOGOODFORSCHOOL;SAINT-CLOUD;TOOGOODFORSCHOOL;SAINT-CLOUD;1;0;0;12.0;2026-07-05;0.0;0.0;16.0
TOOGOODFORSCHOOL;VITTEL;TOOGOODFORSCHOOL;VITTEL;1;0;0;11.0;2026-07-19;0.0;0.0;2.0
TOOGOODTOBEROOD;LYON LA SOIE;TOOGOODTOBEROOD;LYON LA SOIE;1;0;0;7.0;2026-02-14;0.0;0.0;157.0
TOOGOODTOBEROOD;NANTES;TOOGOODTOBEROOD;NANTES;1;0;0;13.0;2026-05-11;0.0;0.0;71.0
TOOGOODTOBEROOD;PORNICHET;TOOGOODTOBEROOD;PORNICHET;6;0;0;5.166666666666667;2026-02-27;0.0;0.0;144.0
TOOGOODTOBEROOD;ParisLongchamp;TOOGOODTOBEROOD;ParisLongchamp;1;0;0;11.0;2026-07-20;0.0;0.0;1.0
TOOLOOSELATREK;GULFSTREAM PARK;TOO LOOSE LA TREK;GULFSTREAM PARK;1;0;0;8.0;2026-02-06;0.0;0.0;165.0
TOOLPUSHER;GULFSTREAM PARK;TOOLPUSHER;GULFSTREAM PARK;1;0;0;5.0;2026-04-20;0.0;0.0;92.0
TOOMAGIC;MARONAS;TOO MAGIC;MARONAS;4;0;0;9.25;2026-06-14;0.0;0.0;37.0
TOOMUCH;NEWCASTLE;TOO MUCH;NEWCASTLE;1;0;0;13.0;2026-04-20;0.0;0.0;92.0
TOOMUCHFORME;WOLVERHAMPTON;TOOMUCHFORME;WOLVERHAMPTON;1;0;0;8.0;2026-04-04;0.0;0.0;108.0
TOOMUCHKIKI;CHURCHILL DOWNS;TOO MUCH KIKI;CHURCHILL DOWNS;1;0;0;5.0;2026-05-30;0.0;0.0;52.0
TOORAKBEN;CASABLANCA;TOORAK BEN;CASABLANCA;1;0;0;10.0;2026-06-22;0.0;0.0;29.0
TOOSLAALASIL;CASABLANCA;TOOSLA AL ASIL;CASABLANCA;1;0;0;0.0;2026-01-05;0.0;0.0;197.0
TOOSOON;ASCOT;TOO SOON;ASCOT;2;0;0;0.0;2026-06-19;0.0;0.0;32.0
TOOSOON;EPSOM DOWNS;TOO SOON;EPSOM DOWNS;1;1;1;1.0;2026-06-06;100.0;100.0;45.0
TOPACIOAZUL;VALPARAISO;TOPACIO AZUL;VALPARAISO;5;0;0;7.2;2026-04-08;0.0;0.0;104.0
TOPAZ;ASCOT;TOPAZ;ASCOT;1;0;0;15.0;2026-06-19;0.0;0.0;32.0
TOPAZEVENDOME;CAGNES/MER;TOPAZE VENDOME;CAGNES/MER;2;0;0;7.5;2026-02-15;0.0;0.0;156.0
TOPAZEVENDOME;MUNICH-RIEM;TOPAZE VENDOME;MUNICH-RIEM;1;0;0;5.0;2026-06-22;0.0;0.0;29.0
TOPAZEVENDOME;PONT DE VIVAUX;TOPAZE VENDOME;PONT DE VIVAUX;1;0;0;8.0;2026-01-04;0.0;0.0;198.0
TOPCAROLINE;MARONAS;TOP CAROLINE;MARONAS;2;0;0;5.5;2026-05-31;0.0;0.0;51.0
TOPDANCE;MARONAS;TOP DANCE;MARONAS;1;0;0;0.0;2026-04-19;0.0;0.0;93.0
TOPDRAGON;SHA TIN (HONG KONG);TOP DRAGON;SHA TIN (HONG KONG);3;0;0;7.0;2026-07-10;0.0;0.0;11.0
TOPFUN;KALGOORLIE AUSTRALIE;TOP FUN;KALGOORLIE AUSTRALIE;2;0;1;5.0;2026-05-17;0.0;50.0;65.0
TOPFUN;PINJARRA AUSTRALIE;TOP FUN;PINJARRA AUSTRALIE;1;0;0;10.0;2026-02-22;0.0;0.0;149.0
TOPGLORY;CHANTILLY;TOP GLORY;CHANTILLY;1;0;0;7.0;2026-02-13;0.0;0.0;158.0
TOPGLORY;LA CEPIERE;TOP GLORY;LA CEPIERE;1;1;1;1.0;2026-04-19;100.0;100.0;93.0
TOPGLORY;LA TESTE;TOP GLORY;LA TESTE;5;0;0;8.4;2026-07-15;0.0;0.0;6.0
TOPGLORY;PAU;TOP GLORY;PAU;3;0;1;6.666666666666667;2026-02-23;0.0;33.3;148.0
TOPGLORY;PORNICHET;TOP GLORY;PORNICHET;2;0;0;5.5;2026-01-07;0.0;0.0;195.0
TOPGLORY;ParisLongchamp;TOP GLORY;ParisLongchamp;1;0;0;8.0;2026-07-20;0.0;0.0;1.0
TOPGUN;MARONAS;TOP GUN;MARONAS;1;0;0;4.0;2026-06-28;0.0;0.0;23.0
TOPGUNROCKET;AQUEDUCT;TOP GUN ROCKET;AQUEDUCT;1;0;0;0.0;2026-02-28;0.0;0.0;143.0
TOPGUNTINA;NEWCASTLE;TOP GUN TINA;NEWCASTLE;2;0;0;5.0;2026-04-20;0.0;0.0;92.0
TOPINAMBUR;LYON LA SOIE;TOPINAMBUR;LYON LA SOIE;2;0;0;6.5;2026-03-20;0.0;0.0;123.0
TOPINAMBUR;LYON-PARILLY;TOPINAMBUR;LYON-PARILLY;2;0;0;7.5;2026-06-13;0.0;0.0;38.0
TOPINAMBUR;NANCY-BRABOIS;TOPINAMBUR;NANCY-BRABOIS;1;0;0;9.0;2026-04-04;0.0;0.0;108.0
