Cheval_clean;Hippo;Cheval;Hippodrome;Courses;Victoires;Podiums;Moyenne_classement;Derniere_course;Taux_victoire;Taux_podium;Jours_depuis
LAFIGURILLA;PALERMO;LA FIGURILLA;PALERMO;1;0;1;2.0;2026-05-09;0.0;100.0;73.0
LAFLANDRINE;CHANTILLY;LA FLANDRINE;CHANTILLY;2;0;0;9.0;2026-02-27;0.0;0.0;144.0
LAFLANDRINE;DEAUVILLE;LA FLANDRINE;DEAUVILLE;1;0;0;9.0;2026-01-16;0.0;0.0;186.0
LAFLANDRINE;DIEPPE;LA FLANDRINE;DIEPPE;1;0;0;13.0;2026-07-18;0.0;0.0;3.0
LAFLEURDEPIERRE;DEAUVILLE;LA FLEUR DE PIERRE;DEAUVILLE;1;0;0;15.0;2026-02-07;0.0;0.0;164.0
LAFLEURDEPIERRE;DUSSELDORF;LA FLEUR DE PIERRE;DUSSELDORF;1;0;0;7.0;2026-04-12;0.0;0.0;100.0
LAFLEURDEPIERRE;MULHEIM;LA FLEUR DE PIERRE;MULHEIM;1;0;1;2.0;2026-07-12;0.0;100.0;9.0
LAFOGATA;CHANTILLY;LA FOGATA;CHANTILLY;1;0;0;4.0;2026-07-19;0.0;0.0;2.0
LAFOLKLORICA;SAN ISIDRO;LA FOLKLORICA;SAN ISIDRO;1;0;0;0.0;2026-03-18;0.0;0.0;125.0
LAFORMULSANSOUCI;CAGNES/MER;LAFORMUL SANSOUCI;CAGNES/MER;1;0;0;16.0;2026-01-27;0.0;0.0;175.0
LAFORMULSANSOUCI;PONT DE VIVAUX;LAFORMUL SANSOUCI;PONT DE VIVAUX;1;0;0;0.0;2026-01-04;0.0;0.0;198.0
LAFORZA;HAPPY VALLEY;LA FORZA;HAPPY VALLEY;2;0;0;10.5;2026-06-24;0.0;0.0;27.0
LAFRENCHIE;CHANTILLY;LA FRENCHIE;CHANTILLY;2;0;0;9.5;2026-03-26;0.0;0.0;117.0
LAFRENCHIE;LYON LA SOIE;LA FRENCHIE;LYON LA SOIE;1;0;0;12.0;2026-02-24;0.0;0.0;147.0
LAGALOPAZ;SAINT-CLOUD;LA GALOPAZ;SAINT-CLOUD;1;0;0;5.0;2026-07-08;0.0;0.0;13.0
LAGARONETTE;SANTIAGO;LA GARONETTE;SANTIAGO;1;0;0;0.0;2026-04-12;0.0;0.0;100.0
LAGAYOLITA;PALERMO;LA GAYOLITA;PALERMO;2;0;1;3.5;2026-06-20;0.0;50.0;31.0
LAGAYOLITA;SAN ISIDRO;LA GAYOLITA;SAN ISIDRO;1;0;0;7.0;2026-03-18;0.0;0.0;125.0
LAGENETTE;PORNICHET;LA GENETTE;PORNICHET;1;0;0;12.0;2026-02-18;0.0;0.0;153.0
LAGENETTE;SAINT-CLOUD;LA GENETTE;SAINT-CLOUD;1;0;0;4.0;2026-03-05;0.0;0.0;138.0
LAGER;TARBES;LAGER;TARBES;1;0;0;10.0;2026-07-30;0.0;0.0;-9.0
LAGERTHAV;MARONAS;LAGERTHA V;MARONAS;1;0;0;11.0;2026-03-22;0.0;0.0;121.0
LAGINA;PALERMO;LA GINA;PALERMO;1;0;0;5.0;2026-05-28;0.0;0.0;54.0
LAGOASANTA;DEAUVILLE;LAGOA SANTA;DEAUVILLE;1;0;0;8.0;2026-02-07;0.0;0.0;164.0
LAGOASANTA;PORNICHET;LAGOA SANTA;PORNICHET;3;0;0;7.0;2026-02-27;0.0;0.0;144.0
LAGOASANTA;SENONNES POUANCE;LAGOA SANTA;SENONNES POUANCE;1;0;0;8.0;2026-03-13;0.0;0.0;130.0
LAGODELSOL;SANTIAGO;LAGO DEL SOL;SANTIAGO;1;0;0;11.0;2026-02-09;0.0;0.0;162.0
LAGOENELCIELO;SAN ISIDRO;LAGO EN EL CIELO;SAN ISIDRO;1;0;0;4.0;2026-01-20;0.0;0.0;182.0
LAGOONECHOPE;CAGNES/MER;LAGOONE CHOPE;CAGNES/MER;2;0;0;12.5;2026-02-24;0.0;0.0;147.0
LAGOONECHOPE;FONTAINEBLEAU;LAGOONE CHOPE;FONTAINEBLEAU;1;0;1;3.0;2026-03-31;0.0;100.0;112.0
LAGOONECHOPE;PONT DE VIVAUX;LAGOONE CHOPE;PONT DE VIVAUX;2;0;0;6.0;2026-03-09;0.0;0.0;134.0
LAGOONECHOPE;SALON DE PROVENCE;LAGOONE CHOPE;SALON DE PROVENCE;1;0;0;5.0;2026-06-17;0.0;0.0;34.0
LAGOONECHOPE;VICHY;LAGOONE CHOPE;VICHY;1;0;0;9.0;2026-05-13;0.0;0.0;69.0
LAGOTADULCE;PALERMO;LA GOTA DULCE;PALERMO;1;0;0;7.0;2026-02-20;0.0;0.0;151.0
LAGRANDEJOA;BORELY;LA GRANDE JOA;BORELY;1;0;0;11.0;2026-04-30;0.0;0.0;82.0
LAGRANDEJOA;CAGNES/MER;LA GRANDE JOA;CAGNES/MER;2;0;0;8.5;2026-02-18;0.0;0.0;153.0
LAGRANDEMALICE;AVENCHES;LA GRANDE MALICE;AVENCHES;3;0;3;2.6666666666666665;2026-07-18;0.0;100.0;3.0
LAGRANDEMALICE;ZURICH;LA GRANDE MALICE;ZURICH;1;0;0;6.0;2026-06-14;0.0;0.0;37.0
LAGRANFURTIVA;PALERMO;LA GRAN FURTIVA;PALERMO;1;0;0;0.0;2026-03-23;0.0;0.0;120.0
LAGRIMEROPASS;PALERMO;LAGRIMERO PASS;PALERMO;2;2;2;1.0;2026-06-20;100.0;100.0;31.0
LAGRIMEROPASS;SAN ISIDRO;LAGRIMERO PASS;SAN ISIDRO;1;0;1;3.0;2026-04-11;0.0;100.0;101.0
LAGUERCHE;LE LION D'ANGERS;LA GUERCHE;LE LION D'ANGERS;1;0;0;4.0;2026-05-07;0.0;0.0;75.0
LAGUERCHE;NANTES;LA GUERCHE;NANTES;2;0;1;4.0;2026-05-29;0.0;50.0;53.0
LAGUERCHE;PORNICHET;LA GUERCHE;PORNICHET;1;0;1;3.0;2026-02-18;0.0;100.0;153.0
LAGUERCHE;ParisLongchamp;LA GUERCHE;ParisLongchamp;1;0;0;11.0;2026-04-23;0.0;0.0;89.0
LAGUERCHE;SENONNES POUANCE;LA GUERCHE;SENONNES POUANCE;1;0;1;3.0;2026-03-13;0.0;100.0;130.0
LAGUERNICA;SAN ISIDRO;LA GUERNICA;SAN ISIDRO;1;0;0;7.0;2026-06-10;0.0;0.0;41.0
LAGUNA;SAN SEBASTIAN;LAGUNA;SAN SEBASTIAN;1;0;1;3.0;2026-04-29;0.0;100.0;83.0
LAGUNABOY;MEYDAN (E.A.U);LAGUNA BOY;MEYDAN (E.A.U);2;0;0;0.0;2026-02-13;0.0;0.0;158.0
LAGUNACANDY;SAN ISIDRO;LAGUNA CANDY;SAN ISIDRO;1;0;0;6.0;2026-05-25;0.0;0.0;57.0
LAGUNAPICASA;SAN ISIDRO;LAGUNA PICASA;SAN ISIDRO;1;0;1;3.0;2026-03-25;0.0;100.0;118.0
LAGYNOS;CHURCHILL DOWNS;LAGYNOS;CHURCHILL DOWNS;2;2;2;1.0;2026-05-30;100.0;100.0;52.0
LAHABANA;PALERMO;LA HABANA;PALERMO;1;0;1;2.0;2026-03-12;0.0;100.0;131.0
LAHABANA;SAN ISIDRO;LA HABANA;SAN ISIDRO;1;0;1;2.0;2026-05-10;0.0;100.0;72.0
LAHAINALUNA;CHURCHILL DOWNS;LAHAINALUNA;CHURCHILL DOWNS;1;0;0;0.0;2026-05-09;0.0;0.0;73.0
LAHANKINGMAN;NEWBURY;LAHAN KINGMAN;NEWBURY;1;0;0;4.0;2026-06-23;0.0;0.0;28.0
LAHAUTEISLE;BORELY;LA HAUTE ISLE;BORELY;2;0;0;3.0;2026-05-06;0.0;0.0;76.0
LAHAUTEISLE;LYON LA SOIE;LA HAUTE ISLE;LYON LA SOIE;2;0;0;8.5;2026-02-14;0.0;0.0;157.0
LAHAUTEISLE;SALON DE PROVENCE;LA HAUTE ISLE;SALON DE PROVENCE;2;0;1;4.0;2026-05-25;0.0;50.0;57.0
LAHAUTEISLE;VICHY;LA HAUTE ISLE;VICHY;1;0;0;12.0;2026-05-13;0.0;0.0;69.0
LAHEEBATLAS;CASABLANCA;LAHEEB ATLAS;CASABLANCA;1;0;0;8.0;2026-07-06;0.0;0.0;15.0
LAHFATY;MEYDAN (E.A.U);LAHFATY;MEYDAN (E.A.U);3;1;2;2.6666666666666665;2026-02-20;33.3;66.7;151.0
LAHIGUERA;VELIEFENDI;LA HIGUERA;VELIEFENDI;1;0;0;8.0;2026-05-17;0.0;0.0;65.0
LAHOMI;MONS (GHLIN);LAHOMI;MONS (GHLIN);2;0;0;8.5;2026-02-09;0.0;0.0;162.0
LAHOMI;OSTENDE;LAHOMI;OSTENDE;1;0;0;13.0;2026-07-20;0.0;0.0;1.0
LAHOMI;WAREGEM;LAHOMI;WAREGEM;1;0;0;0.0;2026-05-29;0.0;0.0;53.0
LAHORE;SHA TIN (HONG KONG);LAHORE;SHA TIN (HONG KONG);1;1;1;1.0;2026-07-10;100.0;100.0;11.0
LAHRESH;MEYDAN (E.A.U);LAHRESH;MEYDAN (E.A.U);2;0;0;8.0;2026-02-13;0.0;0.0;158.0
LAIGINA;GULFSTREAM PARK;LAIGINA;GULFSTREAM PARK;1;0;1;2.0;2026-01-30;0.0;100.0;172.0
LAIMPUTADA;SAN ISIDRO;LA IMPUTADA;SAN ISIDRO;2;1;1;4.0;2026-02-11;50.0;50.0;160.0
LAINALCANZABLE;MARONAS;LA INALCANZABLE;MARONAS;5;0;2;3.8;2026-06-28;0.0;40.0;23.0
LAINCOMPRENDIDA;PALERMO;LA INCOMPRENDIDA;PALERMO;1;0;1;2.0;2026-05-28;0.0;100.0;54.0
LAINEFABLE;PALERMO;LA INEFABLE;PALERMO;1;0;0;6.0;2026-05-17;0.0;0.0;65.0
LAINGENIOSATEXANA;PALERMO;LA INGENIOSA TEXANA;PALERMO;1;0;1;2.0;2026-03-30;0.0;100.0;113.0
LAISLAPERDIDA;PALERMO;LA ISLA PERDIDA;PALERMO;1;0;0;10.0;2026-05-09;0.0;0.0;73.0
LAITH;LYON-PARILLY;LAITH;LYON-PARILLY;1;0;0;4.0;2026-06-06;0.0;0.0;45.0
LAITH;ParisLongchamp;LAITH;ParisLongchamp;1;0;0;17.0;2026-04-05;0.0;0.0;107.0
LAITH;SAINT-CLOUD;LAITH;SAINT-CLOUD;1;0;1;2.0;2026-03-15;0.0;100.0;128.0
LAJAVANAISE;CHANTILLY;LA JAVANAISE;CHANTILLY;1;0;0;15.0;2026-05-19;0.0;0.0;63.0
LAJAVANAISE;COMPIEGNE;LA JAVANAISE;COMPIEGNE;1;0;0;7.0;2026-06-13;0.0;0.0;38.0
LAJAVANAISE;DEAUVILLE;LA JAVANAISE;DEAUVILLE;1;0;0;4.0;2026-07-12;0.0;0.0;9.0
LAJAVANAISE;OSTENDE;LA JAVANAISE;OSTENDE;1;0;0;11.0;2026-07-20;0.0;0.0;1.0
LAJOSITA;CONCEPCION;LA JOSITA;CONCEPCION;1;0;0;0.0;2026-02-24;0.0;0.0;147.0
LAJUSTICIERE;CHANTILLY;LA JUSTICIERE;CHANTILLY;1;0;0;4.0;2026-01-10;0.0;0.0;192.0
LAJUSTICIERE;DEAUVILLE;LA JUSTICIERE;DEAUVILLE;1;0;0;5.0;2026-01-29;0.0;0.0;173.0
LAJUSTICIERE;ParisLongchamp;LA JUSTICIERE;ParisLongchamp;2;0;1;4.0;2026-07-20;0.0;50.0;1.0
LAJUSTICIERE;SAINT-CLOUD;LA JUSTICIERE;SAINT-CLOUD;2;0;0;8.0;2026-05-05;0.0;0.0;77.0
LAKANOSA;PALERMO;LA KANOSA;PALERMO;1;1;1;1.0;2026-04-27;100.0;100.0;85.0
LAKARAGOOL;LA TESTE;LA KARAGOOL;LA TESTE;1;0;0;13.0;2026-06-11;0.0;0.0;40.0
LAKARAGOOL;PAU;LA KARAGOOL;PAU;2;0;0;11.5;2026-02-23;0.0;0.0;148.0
LAKARAGOOL;PORNICHET;LA KARAGOOL;PORNICHET;1;0;0;9.0;2026-01-27;0.0;0.0;175.0
LAKARIBE;MARONAS;LA KARIBE;MARONAS;2;1;2;2.0;2026-04-25;50.0;100.0;87.0
LAKEARIEL;SARATOGA;LAKE ARIEL;SARATOGA;1;0;0;4.0;2026-06-04;0.0;0.0;47.0
LAKECOMO;EPSOM DOWNS;LAKE COMO;EPSOM DOWNS;1;0;0;6.0;2026-06-06;0.0;0.0;45.0
LAKEDREAM;SENONNES POUANCE;LAKE DREAM;SENONNES POUANCE;1;0;1;3.0;2026-07-20;0.0;100.0;1.0
LAKEFOREST;ASCOT;LAKE FOREST;ASCOT;1;0;0;5.0;2026-06-20;0.0;0.0;31.0
LAKELOUISE;CONCEPCION;LAKE LOUISE;CONCEPCION;1;0;0;0.0;2026-05-14;0.0;0.0;68.0
LAKENAIVASHA;COMPIEGNE;LAKE NAIVASHA;COMPIEGNE;1;0;0;10.0;2026-03-27;0.0;0.0;116.0
LAKENAIVASHA;DEAUVILLE;LAKE NAIVASHA;DEAUVILLE;2;0;0;7.0;2026-01-22;0.0;0.0;180.0
LAKENAIVASHA;FONTAINEBLEAU;LAKE NAIVASHA;FONTAINEBLEAU;1;0;1;2.0;2026-02-28;0.0;100.0;143.0
LAKENAIVASHA;STRASBOURG;LAKE NAIVASHA;STRASBOURG;1;0;1;2.0;2026-04-18;0.0;100.0;94.0
LAKESDANCER;COMPIEGNE;LAKES DANCER;COMPIEGNE;1;0;0;0.0;2026-07-10;0.0;0.0;11.0
LAKESDANCER;LYON-PARILLY;LAKES DANCER;LYON-PARILLY;1;0;0;8.0;2026-06-06;0.0;0.0;45.0
LAKESDANCER;SAINT-CLOUD;LAKES DANCER;SAINT-CLOUD;1;0;0;13.0;2026-04-24;0.0;0.0;88.0
LAKESHOREHERO;HAPPY VALLEY;LAKESHORE HERO;HAPPY VALLEY;4;0;0;7.0;2026-06-30;0.0;0.0;21.0
LAKESHOREHERO;SHA TIN (HONG KONG);LAKESHORE HERO;SHA TIN (HONG KONG);3;0;2;5.0;2026-06-27;0.0;66.7;24.0
LAKEVIEWLIGHTNING;YORK AUSTRALIE;LAKEVIEW LIGHTNING;YORK AUSTRALIE;1;1;1;1.0;2026-03-15;100.0;100.0;128.0
LAKIMBERLY;MARONAS;LA KIMBERLY;MARONAS;3;0;0;4.333333333333333;2026-03-15;0.0;0.0;128.0
LAKINCSEM;MARONAS;LA KINCSEM;MARONAS;2;1;1;4.0;2026-04-25;50.0;50.0;87.0
LAKINY;PALERMO;LA KINY;PALERMO;2;1;2;1.5;2026-06-22;50.0;100.0;29.0
LAKME;VICHY;LAKME;VICHY;1;0;0;11.0;2026-07-20;0.0;0.0;1.0
LAKOSMOS;KEMPTON PARK;LA KOSMOS;KEMPTON PARK;1;0;0;7.0;2026-01-28;0.0;0.0;174.0
LAKOTABEAU;CHANTILLY;LAKOTA BEAU;CHANTILLY;2;0;0;7.5;2026-06-14;0.0;0.0;37.0
LAKOTABEAU;ParisLongchamp;LAKOTA BEAU;ParisLongchamp;1;0;0;12.0;2026-04-16;0.0;0.0;96.0
LAKOTABEAU;SAINT-CLOUD;LAKOTA BEAU;SAINT-CLOUD;1;0;1;3.0;2026-07-05;0.0;100.0;16.0
LALAVANDE;SAINT-CLOUD;LA LA VANDE;SAINT-CLOUD;1;0;0;14.0;2026-03-29;0.0;0.0;114.0
LALETE;CONCEPCION;LA LETE;CONCEPCION;3;0;1;5.666666666666667;2026-01-22;0.0;33.3;180.0
LALEYENDA;CASABLANCA;LA LEYENDA;CASABLANCA;3;0;0;6.0;2026-06-08;0.0;0.0;43.0
LALIBERTINA;VALPARAISO;LA LIBERTINA;VALPARAISO;6;0;3;5.5;2026-05-30;0.0;50.0;52.0
LALOU;CHANTILLY;LALOU;CHANTILLY;1;0;0;7.0;2026-06-19;0.0;0.0;32.0
LALOU;COMPIEGNE;LALOU;COMPIEGNE;1;0;0;4.0;2026-03-27;0.0;0.0;116.0
LALOU;ParisLongchamp;LALOU;ParisLongchamp;1;0;1;3.0;2026-07-20;0.0;100.0;1.0
LALOU;STRASBOURG;LALOU;STRASBOURG;1;0;0;5.0;2026-04-18;0.0;0.0;94.0
LALUC;MARONAS;LA LUC;MARONAS;2;0;1;6.0;2026-07-19;0.0;50.0;2.0
LALUNADETODOS;SANTIAGO;LA LUNA DE TODOS;SANTIAGO;1;0;1;3.0;2026-04-06;0.0;100.0;106.0
LALUNADETODOS;VALPARAISO;LA LUNA DE TODOS;VALPARAISO;4;1;2;4.0;2026-06-08;25.0;50.0;43.0
LAMANDALA;BORELY;LA MANDALA;BORELY;1;1;1;1.0;2026-04-30;100.0;100.0;82.0
LAMANDALA;DEAUVILLE;LA MANDALA;DEAUVILLE;1;0;1;3.0;2026-07-04;0.0;100.0;17.0
LAMANDALA;ParisLongchamp;LA MANDALA;ParisLongchamp;2;1;2;2.0;2026-06-07;50.0;100.0;44.0
LAMANEDELVEYS;MEYDAN (E.A.U);LAMAN EDELVEYS;MEYDAN (E.A.U);2;0;0;11.0;2026-01-30;0.0;0.0;172.0
LAMANSAAVENUE;MARONAS;LA MANSA AVENUE;MARONAS;4;1;2;4.75;2026-06-07;25.0;50.0;44.0
LAMARA;CHANTILLY;LAMARA;CHANTILLY;1;0;0;12.0;2026-02-20;0.0;0.0;151.0
LAMARA;MONS (GHLIN);LAMARA;MONS (GHLIN);1;0;0;4.0;2026-01-29;0.0;0.0;173.0
LAMARCANYON;CURRAGH;LAMAR CANYON;CURRAGH;1;0;0;6.0;2026-07-18;0.0;0.0;3.0
LAMARITZA;CAGNES/MER;LA MARITZA;CAGNES/MER;4;1;2;5.0;2026-02-21;25.0;50.0;150.0
LAMARITZA;CHANTILLY;LA MARITZA;CHANTILLY;1;0;1;2.0;2026-03-12;0.0;100.0;131.0
LAMARITZA;COMPIEGNE;LA MARITZA;COMPIEGNE;1;0;0;9.0;2026-05-25;0.0;0.0;57.0
LAMARITZA;FONTAINEBLEAU;LA MARITZA;FONTAINEBLEAU;1;0;0;5.0;2026-04-20;0.0;0.0;92.0
LAMARITZA;ParisLongchamp;LA MARITZA;ParisLongchamp;1;0;0;4.0;2026-06-07;0.0;0.0;44.0
LAMARITZA;SAINT-CLOUD;LA MARITZA;SAINT-CLOUD;1;0;0;10.0;2026-03-24;0.0;0.0;119.0
LAMARRE;SANTIAGO;LA MARRE;SANTIAGO;3;0;1;4.333333333333333;2026-05-31;0.0;33.3;51.0
LAMASBONITA;PALERMO;LA MAS BONITA;PALERMO;2;0;0;2.5;2026-03-29;0.0;0.0;114.0
LAMATEA;SANTIAGO;LA MATEA;SANTIAGO;3;0;3;2.6666666666666665;2026-04-17;0.0;100.0;95.0
LAMAZZIGOGO;BORELY;LA MAZZI GOGO;BORELY;4;0;3;3.5;2026-06-12;0.0;75.0;39.0
LAMAZZIGOGO;CAGNES/MER;LA MAZZI GOGO;CAGNES/MER;2;0;0;11.0;2026-02-24;0.0;0.0;147.0
LAMBORGHINIBF;MEYDAN (E.A.U);LAMBORGHINI BF;MEYDAN (E.A.U);2;0;0;3.5;2026-02-28;0.0;0.0;143.0
LAMBOURN;ASCOT;LAMBOURN;ASCOT;1;0;0;11.0;2026-06-20;0.0;0.0;31.0
LAMBOURN;EPSOM DOWNS;LAMBOURN;EPSOM DOWNS;1;0;1;3.0;2026-06-06;0.0;100.0;45.0
LAMBOURN;SAINT-CLOUD;LAMBOURN;SAINT-CLOUD;1;0;0;5.0;2026-07-05;0.0;0.0;16.0
LAMDARA;GULFSTREAM PARK;LAMDARA;GULFSTREAM PARK;1;0;1;3.0;2026-05-29;0.0;100.0;53.0
LAMEGO;CHANTILLY;LAMEGO;CHANTILLY;1;0;0;5.0;2026-05-04;0.0;0.0;78.0
LAMEGO;LA TESTE;LAMEGO;LA TESTE;1;0;0;7.0;2026-03-21;0.0;0.0;122.0
LAMEGO;SAINT-CLOUD;LAMEGO;SAINT-CLOUD;3;0;2;3.0;2026-07-08;0.0;66.7;13.0
LAMELOISE;DIEPPE;LAMELOISE;DIEPPE;2;1;1;3.0;2026-07-09;50.0;50.0;12.0
LAMELYTANS;CONCEPCION;LA MELYTANS;CONCEPCION;1;1;1;1.0;2026-03-31;100.0;100.0;112.0
LAMENINHA;PALERMO;LA MENINHA;PALERMO;1;0;0;5.0;2026-05-04;0.0;0.0;78.0
LAMENINHA;SAN ISIDRO;LA MENINHA;SAN ISIDRO;1;0;0;4.0;2026-04-11;0.0;0.0;101.0
LAMENTOKEY;PALERMO;LAMENTO KEY;PALERMO;1;0;0;7.0;2026-05-09;0.0;0.0;73.0
LAMIGAD'OCCITANIAAA;AGEN LA GARENNE;LAMIGA D'OCCITANIA AA;AGEN LA GARENNE;1;0;0;5.0;2026-03-29;0.0;0.0;114.0
LAMIGAD'OCCITANIAAA;MONT DE MARSAN;LAMIGA D'OCCITANIA AA;MONT DE MARSAN;1;0;0;8.0;2026-03-23;0.0;0.0;120.0
LAMIGAD'OCCITANIAAA;PAU;LAMIGA D'OCCITANIA AA;PAU;1;0;0;6.0;2026-02-23;0.0;0.0;148.0
LAMINA;PALERMO;LA MINA;PALERMO;1;0;0;17.0;2026-04-27;0.0;0.0;85.0
LAMINARIA;COMPIEGNE;LAMINARIA;COMPIEGNE;1;0;0;9.0;2026-05-09;0.0;0.0;73.0
LAMINCHE;AIX LES BAINS;LA MINCHE;AIX LES BAINS;1;0;0;7.0;2026-06-30;0.0;0.0;21.0
LAMINIONS;VALPARAISO;LA MINIONS;VALPARAISO;3;0;0;10.333333333333334;2026-06-22;0.0;0.0;29.0
LAMIRALDARHAAN;AIX LES BAINS;LAMIRAL DARHAAN;AIX LES BAINS;2;1;2;1.5;2026-07-14;50.0;100.0;7.0
LAMIRALDARHAAN;CAGNES/MER;LAMIRAL DARHAAN;CAGNES/MER;3;0;1;6.0;2026-02-18;0.0;33.3;153.0
LAMIRALDARHAAN;LIGNIERES;LAMIRAL DARHAAN;LIGNIERES;1;0;1;2.0;2026-03-07;0.0;100.0;136.0
LAMIRALDARHAAN;LYON-PARILLY;LAMIRAL DARHAAN;LYON-PARILLY;3;0;2;3.6666666666666665;2026-06-06;0.0;66.7;45.0
LAMIRALDARHAAN;PONT DE VIVAUX;LAMIRAL DARHAAN;PONT DE VIVAUX;1;0;0;5.0;2026-01-05;0.0;0.0;197.0
LAMIRALDARHAAN;SAINT-CLOUD;LAMIRAL DARHAAN;SAINT-CLOUD;1;0;0;8.0;2026-04-17;0.0;0.0;95.0
LAMIRALDARHAAN;VICHY;LAMIRAL DARHAAN;VICHY;2;0;1;3.0;2026-05-24;0.0;50.0;58.0
LAMIYA;BORELY;LAMIYA;BORELY;1;0;1;3.0;2026-04-30;0.0;100.0;82.0
LAMIYA;SAINT-CLOUD;LAMIYA;SAINT-CLOUD;2;0;0;9.5;2026-06-20;0.0;0.0;31.0
LAMOMITA;SANTIAGO;LA MOMITA;SANTIAGO;1;0;1;3.0;2026-06-21;0.0;100.0;30.0
LAMOMY;CHANTILLY;LA MOMY;CHANTILLY;1;1;1;1.0;2026-05-04;100.0;100.0;78.0
LAMOMY;COMPIEGNE;LA MOMY;COMPIEGNE;1;0;0;15.0;2026-06-13;0.0;0.0;38.0
LAMOMY;DEAUVILLE;LA MOMY;DEAUVILLE;1;0;0;13.0;2026-07-12;0.0;0.0;9.0
LAMOMY;EVREUX;LA MOMY;EVREUX;1;0;0;12.0;2026-04-15;0.0;0.0;97.0
LAMOMY;LE LION D'ANGERS;LA MOMY;LE LION D'ANGERS;1;0;0;12.0;2026-04-05;0.0;0.0;107.0
LAMOMY;PORNICHET;LA MOMY;PORNICHET;1;0;0;8.0;2026-01-30;0.0;0.0;172.0
LAMOMY;ParisLongchamp;LA MOMY;ParisLongchamp;1;0;0;15.0;2026-06-04;0.0;0.0;47.0
LAMOMY;SAINT-CLOUD;LA MOMY;SAINT-CLOUD;1;0;0;6.0;2026-05-15;0.0;0.0;67.0
LAMORITA;SANTIAGO;LA MORITA;SANTIAGO;2;0;1;7.5;2026-03-06;0.0;50.0;137.0
LAMOTTA;VALPARAISO;LAMOTTA;VALPARAISO;3;0;2;3.0;2026-07-15;0.0;66.7;6.0
LAMPETIA;PALERMO;LAMPETIA;PALERMO;1;1;1;1.0;2026-04-04;100.0;100.0;108.0
LAMRA;LIGNIERES;LAMRA;LIGNIERES;1;0;0;7.0;2026-04-07;0.0;0.0;105.0
LAMSA;LA TESTE;LAMSA;LA TESTE;1;0;0;15.0;2026-06-30;0.0;0.0;21.0
LAMSA;PAU MIDI;LAMSA;PAU MIDI;1;0;0;4.0;2026-02-08;0.0;0.0;163.0
LAMSA;TARBES;LAMSA;TARBES;1;0;0;12.0;2026-05-11;0.0;0.0;71.0
LAMUJERDEBLANCO;VALPARAISO;LA MUJER DE BLANCO;VALPARAISO;1;0;0;0.0;2026-01-04;0.0;0.0;198.0
LAMYKONOS;PALERMO;LA MYKONOS;PALERMO;2;1;2;2.0;2026-03-23;50.0;100.0;120.0
LAMYKONOS;SAN ISIDRO;LA MYKONOS;SAN ISIDRO;1;0;0;6.0;2026-06-27;0.0;0.0;24.0
LANAKEN;CHANTILLY;LANAKEN;CHANTILLY;2;0;0;3.0;2026-05-19;0.0;0.0;63.0
LANAKEN;CLAIREFONTAINE;LANAKEN;CLAIREFONTAINE;1;0;0;5.0;2026-07-30;0.0;0.0;-9.0
LANAKEN;ParisLongchamp;LANAKEN;ParisLongchamp;2;0;1;11.0;2026-06-15;0.0;50.0;36.0
LANANADECHABA;LIGNIERES;LANANA DE CHABA;LIGNIERES;1;0;0;5.0;2026-04-07;0.0;0.0;105.0
LANANADECHABA;MOULINS;LANANA DE CHABA;MOULINS;1;0;0;4.0;2026-05-09;0.0;0.0;73.0
LANARANJERA;MARONAS;LA NARANJERA;MARONAS;1;0;0;0.0;2026-03-29;0.0;0.0;114.0
LANAZAIN;AGEN LA GARENNE;LANA ZAIN;AGEN LA GARENNE;1;0;0;5.0;2026-04-26;0.0;0.0;86.0
LANAZAIN;TARBES;LANA ZAIN;TARBES;1;0;0;8.0;2026-05-11;0.0;0.0;71.0
LANCARA;SAN ISIDRO;LANCARA;SAN ISIDRO;1;0;0;12.0;2026-06-27;0.0;0.0;24.0
LANCELOT;VALPARAISO;LANCELOT;VALPARAISO;1;0;1;3.0;2026-05-20;0.0;100.0;62.0
LANCEURD'ALERTE;DAX;LANCEUR D'ALERTE;DAX;1;0;0;10.0;2026-07-08;0.0;0.0;13.0
LANCEURD'ALERTE;DEAUVILLE;LANCEUR D'ALERTE;DEAUVILLE;1;0;0;13.0;2026-01-29;0.0;0.0;173.0
LANCEURD'ALERTE;LA CEPIERE;LANCEUR D'ALERTE;LA CEPIERE;1;0;0;6.0;2026-04-19;0.0;0.0;93.0
LANCEURD'ALERTE;LA TESTE;LANCEUR D'ALERTE;LA TESTE;2;0;0;14.0;2026-06-30;0.0;0.0;21.0
LANCEURD'ALERTE;LE BOUSCAT;LANCEUR D'ALERTE;LE BOUSCAT;1;0;0;8.0;2026-06-15;0.0;0.0;36.0
LANCEURD'ALERTE;PAU;LANCEUR D'ALERTE;PAU;2;0;1;4.0;2026-02-23;0.0;50.0;148.0
LANCEURD'ALERTE;TARBES;LANCEUR D'ALERTE;TARBES;1;0;0;4.0;2026-05-11;0.0;0.0;71.0
LANCIANOBELLO;DORTMUND;LANCIANO BELLO;DORTMUND;4;1;1;5.5;2026-06-21;25.0;25.0;30.0
LANCIANOBELLO;HOPPEGARTEN;LANCIANO BELLO;HOPPEGARTEN;1;1;1;1.0;2026-04-05;100.0;100.0;107.0
LANDARYNA;ANGERS;LANDARYNA;ANGERS;1;0;0;4.0;2026-05-20;0.0;0.0;62.0
