Cheval_clean;Terrain_clean;Cheval;Terrain;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
TODOCAMBIA;HERBE;TODO CAMBIA;HERBE;1;0;0;8.0;0.0;0.0
TODOCAMBIA;TROIS_ANS_ET_PLUS;TODO CAMBIA;TROIS_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
TODOHAPPY;DIRT;TODO HAPPY;DIRT;1;0;0;0.0;0.0;0.0
TODOHAPPY;GAZON;TODO HAPPY;GAZON;1;0;0;5.0;0.0;0.0
TODOHAPPY;HERBE;TODO HAPPY;HERBE;2;0;0;5.5;0.0;0.0
TODOHAPPY;QUATRE_ANS_ET_PLUS;TODO HAPPY;QUATRE_ANS_ET_PLUS;1;0;1;2.0;0.0;100.0
TODOONADA;GAZON;TODO O NADA;GAZON;1;0;0;8.0;0.0;0.0
TODOPORTI;TROIS_ANS;TODO POR TI;TROIS_ANS;1;0;1;3.0;0.0;100.0
TODOSLOSAMIGOS;CINQ_ANS_ET_PLUS;TODOS LOS AMIGOS;CINQ_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
TODOSMIENTEN;TROIS_ANS_ET_PLUS;TODOS MIENTEN;TROIS_ANS_ET_PLUS;2;0;0;7.5;0.0;0.0
TODOTODA;HERBE;TODO TODA;HERBE;1;0;0;8.0;0.0;0.0
TODOUNCABALLERO;GAZON;TODO UN CABALLERO;GAZON;1;0;0;5.0;0.0;0.0
TODOUNCABALLERO;TROIS_ANS;TODO UN CABALLERO;TROIS_ANS;2;0;0;7.5;0.0;0.0
TODOUNCABALLERO;TROIS_ANS_ET_PLUS;TODO UN CABALLERO;TROIS_ANS_ET_PLUS;1;0;1;2.0;0.0;100.0
TOELVIS;GAZON;T O ELVIS;GAZON;1;1;1;1.0;100.0;100.0
TOFU;HERBE;TOFU;HERBE;1;0;1;3.0;0.0;100.0
TOGAD'ORO;HERBE;TOGA D'ORO;HERBE;1;0;0;0.0;0.0;0.0
TOGETHERWEVALUE;HERBE;TOGETHER WE VALUE;HERBE;5;0;0;5.4;0.0;0.0
TOGYUSHI;GAZON;TOGYUSHI;GAZON;1;0;0;8.0;0.0;0.0
TOGYUSHI;TROIS_ANS;TOGYUSHI;TROIS_ANS;1;0;1;2.0;0.0;100.0
TOHEAVEN;DIRT;TO HEAVEN;DIRT;1;0;0;5.0;0.0;0.0
TOHEAVEN;GAZON;TO HEAVEN;GAZON;1;0;1;3.0;0.0;100.0
TOHEAVEN;TROIS_ANS;TO HEAVEN;TROIS_ANS;1;0;1;3.0;0.0;100.0
TOIJK;GAZON;TOIJK;GAZON;3;0;0;12.333333333333334;0.0;0.0
TOIJK;HERBE;TOIJK;HERBE;1;0;0;8.0;0.0;0.0
TOIMYSON;GAZON;TOIMY SON;GAZON;4;1;1;3.75;25.0;25.0
TOIMYSON;HERBE;TOIMY SON;HERBE;3;0;2;6.0;0.0;66.7
TOINFINITY;HERBE;TO INFINITY;HERBE;10;0;1;8.9;0.0;10.0
TOINFINITY;TROIS_ANS_ET_PLUS;TO INFINITY;TROIS_ANS_ET_PLUS;1;0;0;9.0;0.0;0.0
TOJOEY;GAZON;TO JOEY;GAZON;2;0;1;4.0;0.0;50.0
TOKAIDO;HERBE;TOKAIDO;HERBE;5;4;5;1.2;80.0;100.0
TOKENGESTURE;GAZON;TOKEN GESTURE;GAZON;2;0;0;3.0;0.0;0.0
TOKENOMICS;HERBE;TOKENOMICS;HERBE;1;0;0;6.0;0.0;0.0
TOKYODREAMER;GAZON;TOKYO DREAMER;GAZON;1;0;0;8.0;0.0;0.0
TOKYODREAMER;HERBE;TOKYO DREAMER;HERBE;8;0;2;6.375;0.0;25.0
TOKYOTOWER;TROIS_ANS_ET_PLUS;TOKYO TOWER;TROIS_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
TOKYOVICE;GAZON;TOKYO VICE;GAZON;1;1;1;1.0;100.0;100.0
TOLEDANA;DEUX_ANS;TOLEDANA;DEUX_ANS;2;0;1;1.5;0.0;50.0
TOLEDANA;GAZON;TOLEDANA;GAZON;1;0;0;5.0;0.0;0.0
TOLEO;GAZON;TOLEO;GAZON;3;0;0;7.0;0.0;0.0
TOLEO;HERBE;TOLEO;HERBE;3;0;1;8.666666666666666;0.0;33.3
TOLLARDROYAL;GAZON;TOLLARD ROYAL;GAZON;1;0;0;8.0;0.0;0.0
TOLLEVAST;GAZON;TOLLEVAST;GAZON;2;0;0;13.5;0.0;0.0
TOLLEVAST;HERBE;TOLLEVAST;HERBE;1;0;0;14.0;0.0;0.0
TOLLTOTALE;DIRT;TOLL TOTALE;DIRT;1;0;0;5.0;0.0;0.0
TOLLTOTALE;GAZON;TOLL TOTALE;GAZON;1;0;1;2.0;0.0;100.0
TOLLTOTALE;QUATRE_ANS_ET_PLUS;TOLL TOTALE;QUATRE_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
TOLSTOI;GAZON;TOLSTOI;GAZON;1;0;0;9.0;0.0;0.0
TOLSTOI;TROIS_ANS;TOLSTOI;TROIS_ANS;1;0;1;2.0;0.0;100.0
TOMAKAY;GAZON;TOMAKAY;GAZON;1;0;1;2.0;0.0;100.0
TOMAKAY;HERBE;TOMAKAY;HERBE;4;0;3;3.0;0.0;75.0
TOMAN;HERBE;TOMAN;HERBE;1;0;0;8.0;0.0;0.0
TOMANOTA;GAZON;TOMA NOTA;GAZON;1;0;1;3.0;0.0;100.0
TOMANOTA;TROIS_ANS;TOMA NOTA;TROIS_ANS;1;0;0;6.0;0.0;0.0
TOMARLO;GAZON;TOMARLO;GAZON;1;0;0;0.0;0.0;0.0
TOMATEUNTRAGO;GAZON;TOMATE UN TRAGO;GAZON;1;0;0;8.0;0.0;0.0
TOMATEUNTRAGO;TROIS_ANS_ET_PLUS;TOMATE UN TRAGO;TROIS_ANS_ET_PLUS;1;0;1;2.0;0.0;100.0
TOMBALLET;GAZON;TOMBALLET;GAZON;1;0;0;9.0;0.0;0.0
TOMCATTUESDAY;GAZON;TOM CAT TUESDAY;GAZON;1;0;1;3.0;0.0;100.0
TOMLAND;HERBE;TOMLAND;HERBE;1;0;0;10.0;0.0;0.0
TOMMORAH;QUATRE_ANS_ET_PLUS;TOMMORAH;QUATRE_ANS_ET_PLUS;2;1;1;5.5;50.0;50.0
TOMMORAH;TROIS_ANS_ET_PLUS;TOMMORAH;TROIS_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
TOMMYREY;GAZON;TOMMY REY;GAZON;1;0;1;3.0;0.0;100.0
TOMODACHIKOKOROE;TROIS_ANS_ET_PLUS;TOMODACHI KOKOROE;TROIS_ANS_ET_PLUS;4;0;1;5.0;0.0;25.0
TOMOEGOZEN;GAZON;TOMOE GOZEN;GAZON;5;0;1;5.0;0.0;20.0
TOMOEGOZEN;HERBE;TOMOE GOZEN;HERBE;8;0;0;7.375;0.0;0.0
TOMORROWDAY;QUATRE_ANS_ET_PLUS;TOMORROW DAY;QUATRE_ANS_ET_PLUS;1;0;1;2.0;0.0;100.0
TONADAVIEJA;GAZON;TONADA VIEJA;GAZON;2;0;2;2.5;0.0;100.0
TONAL;GAZON;TONAL;GAZON;1;0;0;5.0;0.0;0.0
TONERRE;GAZON;TONERRE;GAZON;1;0;0;5.0;0.0;0.0
TONGAMIRONGA;HERBE;TONGA MIRONGA;HERBE;1;1;1;1.0;100.0;100.0
TONICAFRESCA;CINQ_ANS_ET_PLUS;TONICA FRESCA;CINQ_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
TONIGHTMOON;GAZON;TO NIGHT MOON;GAZON;1;0;1;3.0;0.0;100.0
TONIGHTMOON;HERBE;TO NIGHT MOON;HERBE;4;0;1;5.5;0.0;25.0
TONIKNOSS;GAZON;TONIKNOSS;GAZON;1;0;0;6.0;0.0;0.0
TONNANT;GAZON;TONNANT;GAZON;1;1;1;1.0;100.0;100.0
TONNANT;HERBE;TONNANT;HERBE;2;0;2;3.0;0.0;100.0
TONOFGRUNT;DEUX_ANS_ET_PLUS;TON OF GRUNT;DEUX_ANS_ET_PLUS;1;0;1;3.0;0.0;100.0
TONTERIAFRANK;HERBE;TONTERIA FRANK;HERBE;2;0;0;7.5;0.0;0.0
TONYFROMHR;GAZON;TONYFROMHR;GAZON;1;0;0;9.0;0.0;0.0
TONYHOOKS;GAZON;TONY HOOKS;GAZON;1;0;0;0.0;0.0;0.0
TONYMONTANA;GAZON;TONY MONTANA;GAZON;1;0;0;11.0;0.0;0.0
TONYMONTANA;HERBE;TONY MONTANA;HERBE;2;1;2;2.0;50.0;100.0
TOOCOOLFORSCHOOL;GAZON;TOOCOOLFORSCHOOL;GAZON;6;0;1;5.0;0.0;16.7
TOOCOOLFORSCHOOL;HERBE;TOOCOOLFORSCHOOL;HERBE;6;1;3;5.0;16.7;50.0
TOODARNQUICK;GAZON;TOO DARN QUICK;GAZON;1;0;0;5.0;0.0;0.0
TOODARNQUICK;HERBE;TOO DARN QUICK;HERBE;5;0;2;4.0;0.0;40.0
TOODARNSPICY;GAZON;TOO DARN SPICY;GAZON;1;0;1;3.0;0.0;100.0
TOODARNSPICY;TROIS_ANS_ET_PLUS;TOO DARN SPICY;TROIS_ANS_ET_PLUS;1;0;0;8.0;0.0;0.0
TOOEMIN;GAZON;TOO EMIN;GAZON;1;0;0;8.0;0.0;0.0
TOOEMIN;HERBE;TOO EMIN;HERBE;1;0;0;15.0;0.0;0.0
TOOGOODFORSCHOOL;GAZON;TOOGOODFORSCHOOL;GAZON;1;0;0;7.0;0.0;0.0
TOOGOODFORSCHOOL;HERBE;TOOGOODFORSCHOOL;HERBE;6;0;0;7.833333333333333;0.0;0.0
TOOGOODTOBEROOD;GAZON;TOOGOODTOBEROOD;GAZON;7;0;0;5.428571428571429;0.0;0.0
TOOGOODTOBEROOD;HERBE;TOOGOODTOBEROOD;HERBE;2;0;0;12.0;0.0;0.0
TOOLOOSELATREK;GAZON;TOO LOOSE LA TREK;GAZON;1;0;0;8.0;0.0;0.0
TOOLPUSHER;GAZON;TOOLPUSHER;GAZON;1;0;0;5.0;0.0;0.0
TOOMAGIC;DEUX_ANS;TOO MAGIC;DEUX_ANS;2;0;0;8.0;0.0;0.0
TOOMAGIC;GAZON;TOO MAGIC;GAZON;1;0;0;11.0;0.0;0.0
TOOMAGIC;TROIS_ANS;TOO MAGIC;TROIS_ANS;1;0;0;10.0;0.0;0.0
TOOMUCH;GAZON;TOO MUCH;GAZON;1;0;0;13.0;0.0;0.0
TOOMUCHFORME;GAZON;TOOMUCHFORME;GAZON;1;0;0;8.0;0.0;0.0
TOOMUCHKIKI;GAZON;TOO MUCH KIKI;GAZON;1;0;0;5.0;0.0;0.0
TOORAKBEN;SABLE;TOORAK BEN;SABLE;1;0;0;10.0;0.0;0.0
TOOSLAALASIL;GAZON;TOOSLA AL ASIL;GAZON;1;0;0;0.0;0.0;0.0
TOOSOON;HERBE;TOO SOON;HERBE;2;1;1;0.5;50.0;50.0
TOOSOON;TROIS_ANS_ET_PLUS;TOO SOON;TROIS_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
TOPACIOAZUL;TROIS_ANS_ET_PLUS;TOPACIO AZUL;TROIS_ANS_ET_PLUS;5;0;0;7.2;0.0;0.0
TOPAZ;DEUX_ANS;TOPAZ;DEUX_ANS;1;0;0;15.0;0.0;0.0
TOPAZEVENDOME;GAZON;TOPAZE VENDOME;GAZON;2;0;0;7.0;0.0;0.0
TOPAZEVENDOME;HERBE;TOPAZE VENDOME;HERBE;2;0;0;7.0;0.0;0.0
TOPCAROLINE;DIRT;TOP CAROLINE;DIRT;1;0;0;7.0;0.0;0.0
TOPCAROLINE;QUATRE_ANS;TOP CAROLINE;QUATRE_ANS;1;0;0;4.0;0.0;0.0
TOPDANCE;TROIS_ANS_ET_PLUS;TOP DANCE;TROIS_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
TOPDRAGON;HERBE;TOP DRAGON;HERBE;1;0;0;9.0;0.0;0.0
TOPDRAGON;QUATRE_ANS;TOP DRAGON;QUATRE_ANS;2;0;0;6.0;0.0;0.0
TOPFUN;DEUX_ANS_ET_PLUS;TOP FUN;DEUX_ANS_ET_PLUS;3;0;1;6.666666666666667;0.0;33.3
TOPGLORY;GAZON;TOP GLORY;GAZON;6;0;1;6.333333333333333;0.0;16.7
TOPGLORY;HERBE;TOP GLORY;HERBE;6;1;1;8.5;16.7;16.7
TOPGLORY;QUATRE_ANS_ET_PLUS;TOP GLORY;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
TOPGUN;TROIS_ANS;TOP GUN;TROIS_ANS;1;0;0;4.0;0.0;0.0
TOPGUNROCKET;GAZON;TOP GUN ROCKET;GAZON;1;0;0;0.0;0.0;0.0
TOPGUNTINA;GAZON;TOP GUN TINA;GAZON;2;0;0;5.0;0.0;0.0
TOPINAMBUR;GAZON;TOPINAMBUR;GAZON;2;0;0;6.5;0.0;0.0
TOPINAMBUR;HERBE;TOPINAMBUR;HERBE;6;0;2;6.666666666666667;0.0;33.3
TOPLEMON;HERBE;TOP LEMON;HERBE;1;0;0;6.0;0.0;0.0
TOPLEMON;TROIS_ANS_ET_PLUS;TOP LEMON;TROIS_ANS_ET_PLUS;1;0;0;10.0;0.0;0.0
TOPMAVERICK;GAZON;TOP MAVERICK;GAZON;1;1;1;1.0;100.0;100.0
TOPOCINESE;TROIS_ANS;TOPO CINESE;TROIS_ANS;1;0;0;12.0;0.0;0.0
TOPOFTHECLASS;GAZON;TOP OF THE CLASS;GAZON;3;0;1;5.666666666666667;0.0;33.3
TOPOFTHEPOPS;DEUX_ANS_ET_PLUS;TOP OF THE POPS;DEUX_ANS_ET_PLUS;3;0;0;7.0;0.0;0.0
TOPPEAK;TROIS_ANS_ET_PLUS;TOP PEAK;TROIS_ANS_ET_PLUS;1;0;0;12.0;0.0;0.0
TOPSPINKING;GAZON;TOPSPIN KING;GAZON;1;0;0;9.0;0.0;0.0
TOPSPINKING;HERBE;TOPSPIN KING;HERBE;2;0;0;10.5;0.0;0.0
TOPSPINKING;TROIS_ANS_ET_PLUS;TOPSPIN KING;TROIS_ANS_ET_PLUS;1;0;0;11.0;0.0;0.0
TOPSTAR;GAZON;TOP STAR;GAZON;1;0;0;7.0;0.0;0.0
TOPTHRONE;HERBE;TOP THRONE;HERBE;2;0;0;8.0;0.0;0.0
TOPTIME;TROIS_ANS_ET_PLUS;TOP TIME;TROIS_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
TOPTOP;GAZON;TOPTOP;GAZON;1;0;0;8.0;0.0;0.0
TOPTOSKY;GAZON;TOP TO SKY;GAZON;1;0;0;7.0;0.0;0.0
TOPTOSKY;HERBE;TOP TO SKY;HERBE;4;2;2;5.0;50.0;50.0
TOPTOWNTELLTALE;HERBE;TOP TOWN TELL TALE;HERBE;6;1;1;5.666666666666667;16.7;16.7
TOPWARRIOR;HERBE;TOPWARRIOR;HERBE;1;0;0;14.0;0.0;0.0
TOPY'SIM;HERBE;TOPY'SIM;HERBE;4;1;3;4.0;25.0;75.0
TOQUEPERFECTO;CINQ_SIX_ANS;TOQUE PERFECTO;CINQ_SIX_ANS;1;0;0;9.0;0.0;0.0
TORCELLO;GAZON;TORCELLO;GAZON;1;0;0;6.0;0.0;0.0
TORDILLADIVINA;TROIS_ANS_ET_PLUS;TORDILLA DIVINA;TROIS_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
TOREBEK;GAZON;TOREBEK;GAZON;4;0;2;4.0;0.0;50.0
TOREBEK;HERBE;TOREBEK;HERBE;4;0;0;6.75;0.0;0.0
TORIBIAMORRIS;DEUX_ANS;TORIBIA MORRIS;DEUX_ANS;1;1;1;1.0;100.0;100.0
TORMENTACHINA;CINQ_ANS_ET_PLUS;TORMENTA CHINA;CINQ_ANS_ET_PLUS;3;3;3;1.0;100.0;100.0
TORMENTACHINA;QUATRE_ANS_ET_PLUS;TORMENTA CHINA;QUATRE_ANS_ET_PLUS;1;0;0;8.0;0.0;0.0
TORMENTACHINA;TROIS_ANS_ET_PLUS;TORMENTA CHINA;TROIS_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
TORMENTAINDOMABLE;TROIS_ANS;TORMENTA INDOMABLE;TROIS_ANS;1;0;0;11.0;0.0;0.0
TORNADO;HERBE;TORNADO;HERBE;1;0;0;7.0;0.0;0.0
TORNADOALLEY;GAZON;TORNADO ALLEY;GAZON;3;1;2;2.6666666666666665;33.3;66.7
TORNADOALLEY;HERBE;TORNADO ALLEY;HERBE;3;1;2;1.0;33.3;66.7
TORNADODEBULI;GAZON;TORNADO DE BULI;GAZON;1;0;0;9.0;0.0;0.0
TORNADODEBULI;TROIS_ANS_ET_PLUS;TORNADO DE BULI;TROIS_ANS_ET_PLUS;2;0;0;10.5;0.0;0.0
TORNADOSTORM;CINQ_ANS_ET_PLUS;TORNADO STORM;CINQ_ANS_ET_PLUS;2;0;0;6.5;0.0;0.0
TORNILLA;HERBE;TORNILLA;HERBE;4;2;3;2.0;50.0;75.0
TORNILLA;QUATRE_ANS_ET_PLUS;TORNILLA;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
TORONJA;TROIS_ANS_ET_PLUS;TORONJA;TROIS_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
TOROPENTAGOLEADOR;DEUX_ANS;TORO PENTAGOLEADOR;DEUX_ANS;1;0;0;4.0;0.0;0.0
TOROPENTAGOLEADOR;HERBE;TORO PENTAGOLEADOR;HERBE;1;0;0;12.0;0.0;0.0
TOROPENTAGOLEADOR;TROIS_ANS;TORO PENTAGOLEADOR;TROIS_ANS;1;0;0;5.0;0.0;0.0
TORPEDOCHARGEB;HERBE;TORPEDO CHARGE B;HERBE;1;0;0;6.0;0.0;0.0
TORPEDOCHARGEB;QUATRE_ANS;TORPEDO CHARGE B;QUATRE_ANS;1;0;0;12.0;0.0;0.0
TORPEDOCHARGEB;TROIS_ANS;TORPEDO CHARGE B;TROIS_ANS;1;0;0;6.0;0.0;0.0
TORPILLON;GAZON;TORPILLON;GAZON;1;0;0;13.0;0.0;0.0
TORPILLON;HERBE;TORPILLON;HERBE;1;0;0;14.0;0.0;0.0
TORREADOR;GAZON;TORREADOR;GAZON;3;0;1;7.333333333333333;0.0;33.3
TORREADOR;HERBE;TORREADOR;HERBE;3;0;2;5.0;0.0;66.7
TORREMOLINOS;TROIS_ANS;TORREMOLINOS;TROIS_ANS;2;0;0;3.5;0.0;0.0
TORRONE;GAZON;TORRONE;GAZON;3;0;1;6.666666666666667;0.0;33.3
TORRONE;HERBE;TORRONE;HERBE;3;0;1;7.0;0.0;33.3
TORTISAMBERT;GAZON;TORTISAMBERT;GAZON;3;1;2;3.6666666666666665;33.3;66.7
TORTISAMBERT;HERBE;TORTISAMBERT;HERBE;3;0;2;3.0;0.0;66.7
TORTOLA;GAZON;TORTOLA;GAZON;3;0;1;4.666666666666667;0.0;33.3
TORTUGUERO;TROIS_ANS_ET_PLUS;TORTUGUERO;TROIS_ANS_ET_PLUS;1;0;1;3.0;0.0;100.0
TORTUREDSOUL;GAZON;TORTURED SOUL;GAZON;3;0;1;4.666666666666667;0.0;33.3
TOSCA;GAZON;TOSCA;GAZON;1;0;0;0.0;0.0;0.0
TOSCA;TROIS_ANS;TOSCA;TROIS_ANS;1;0;0;0.0;0.0;0.0
TOSCANABEACH;GAZON;TOSCANA BEACH;GAZON;1;0;0;5.0;0.0;0.0
TOSCANALAW;DEUX_ANS;TOSCANA LAW;DEUX_ANS;2;0;0;5.5;0.0;0.0
TOSCANALAW;GAZON;TOSCANA LAW;GAZON;4;0;1;7.0;0.0;25.0
TOSCANALAW;TROIS_ANS;TOSCANA LAW;TROIS_ANS;2;0;0;7.0;0.0;0.0
TOSCANE;HERBE;TOSCANE;HERBE;1;0;0;11.0;0.0;0.0
TOSCANETEMPLE;HERBE;TOSCANE TEMPLE;HERBE;2;1;1;3.0;50.0;50.0
TOSCANO;GAZON;TOSCANO;GAZON;1;0;0;6.0;0.0;0.0
TOSO;QUATRE_ANS;TOSO;QUATRE_ANS;1;0;1;3.0;0.0;100.0
TOTALC;GAZON;TOTA LC;GAZON;1;0;0;4.0;0.0;0.0
TOTALCHARGE;TROIS_ANS;TOTAL CHARGE;TROIS_ANS;1;0;0;7.0;0.0;0.0
TOTALMIM;HERBE;TOTAL MIM;HERBE;1;0;0;10.0;0.0;0.0
TOTALMIM;TROIS_ANS;TOTAL MIM;TROIS_ANS;1;0;0;0.0;0.0;0.0
TOTALSEGURITY;CINQ_ANS_ET_PLUS;TOTAL SEGURITY;CINQ_ANS_ET_PLUS;2;0;1;4.5;0.0;50.0
TOTALSEGURITY;GAZON;TOTAL SEGURITY;GAZON;2;0;0;5.0;0.0;0.0
TOTHEEASTSIDE;GAZON;TO THE EASTSIDE;GAZON;3;0;2;3.3333333333333335;0.0;66.7
TOTHEMAX;HERBE;TO THE MAX;HERBE;1;0;0;7.0;0.0;0.0
TOTORIINA;CINQ_ANS_ET_PLUS;TOTO RIINA;CINQ_ANS_ET_PLUS;2;1;2;2.0;50.0;100.0
TOTORIINA;GAZON;TOTO RIINA;GAZON;2;0;1;3.0;0.0;50.0
TOTORIINA;QUATRE_ANS_ET_PLUS;TOTO RIINA;QUATRE_ANS_ET_PLUS;2;0;0;9.5;0.0;0.0
TOTTENHAM;GAZON;TOTTENHAM;GAZON;1;0;1;2.0;0.0;100.0
TOTTENHAM;QUATRE_ANS;TOTTENHAM;QUATRE_ANS;1;0;0;8.0;0.0;0.0
TOUCHINGME;HERBE;TOUCHING ME;HERBE;3;2;3;1.6666666666666667;66.7;100.0
TOUCHINTHENIGHT;GAZON;TOUCH IN THE NIGHT;GAZON;3;0;0;4.666666666666667;0.0;0.0
TOUCHOFFIRE;HERBE;TOUCH OF FIRE;HERBE;2;1;1;2.5;50.0;50.0
TOUCHOFGRACIE;HERBE;TOUCH OF GRACIE;HERBE;1;0;1;3.0;0.0;100.0
TOUCHTHEMOON;HERBE;TOUCH THE MOON;HERBE;1;0;0;4.0;0.0;0.0
TOUCHTHESTARS;SIX_ANS_ET_PLUS;TOUCH THE STARS;SIX_ANS_ET_PLUS;1;0;0;4.0;0.0;0.0
TOUGHSTREET;GAZON;TOUGH STREET;GAZON;1;0;1;2.0;0.0;100.0
TOUGHTOM;HERBE;TOUGH TOM;HERBE;1;0;0;10.0;0.0;0.0
TOULEEN;TROIS_ANS;TOULEEN;TROIS_ANS;2;0;1;4.0;0.0;50.0
TOUNSBY;HERBE;TOUNSBY;HERBE;4;1;1;5.0;25.0;25.0
TOUQUETOISE;GAZON;TOUQUETOISE;GAZON;3;0;0;9.666666666666666;0.0;0.0
TOUQUETOISE;HERBE;TOUQUETOISE;HERBE;5;0;1;7.0;0.0;20.0
TOURBILLONGOLFER;GAZON;TOURBILLON GOLFER;GAZON;2;0;1;3.5;0.0;50.0
TOURBILLONGOLFER;HERBE;TOURBILLON GOLFER;HERBE;4;0;1;7.0;0.0;25.0
TOURBILLONPRINCE;HERBE;TOURBILLON PRINCE;HERBE;2;0;0;11.0;0.0;0.0
TOURBILLONPRINCE;TROIS_ANS_ET_PLUS;TOURBILLON PRINCE;TROIS_ANS_ET_PLUS;2;0;0;7.5;0.0;0.0
TOURIST;HERBE;TOURIST;HERBE;2;0;1;5.0;0.0;50.0
TOURISTELLA;TROIS_ANS_ET_PLUS;TOURISTELLA;TROIS_ANS_ET_PLUS;1;0;0;8.0;0.0;0.0
TOURTOVANCOUVER;GAZON;TOUR TO VANCOUVER;GAZON;2;0;0;8.0;0.0;0.0
TOUSLEDCROWN;DEUX_ANS_ET_PLUS;TOUSLED CROWN;DEUX_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
TOUSSAROK;GAZON;TOUSSAROK;GAZON;1;0;0;7.0;0.0;0.0
TOUTELUSIVE;GAZON;TOUTELUSIVE;GAZON;4;1;1;6.5;25.0;25.0
TOUTSAUFPETITE;HERBE;TOUT SAUF PETITE;HERBE;1;0;0;12.0;0.0;0.0
TOUTSCHUSS;GAZON;TOUT SCHUSS;GAZON;3;0;0;11.333333333333334;0.0;0.0
TOUTSCHUSS;HERBE;TOUT SCHUSS;HERBE;3;0;0;9.0;0.0;0.0
TOUZBAY;HERBE;TOUZ BAY;HERBE;1;0;0;9.0;0.0;0.0
TOUZDREAM;GAZON;TOUZ DREAM;GAZON;1;0;0;7.0;0.0;0.0
TOUZDREAM;HERBE;TOUZ DREAM;HERBE;1;0;0;12.0;0.0;0.0
TOUZTHECROWN;HERBE;TOUZ THE CROWN;HERBE;1;0;0;8.0;0.0;0.0
TOVABIEN;GAZON;TOVABIEN;GAZON;3;0;0;11.0;0.0;0.0
TOVABIEN;HERBE;TOVABIEN;HERBE;5;0;0;4.4;0.0;0.0
TOWERLANDS;GAZON;TOWERLANDS;GAZON;1;0;0;4.0;0.0;0.0
TOWEROFTRIPOLI;GAZON;TOWER OF TRIPOLI;GAZON;1;0;0;8.0;0.0;0.0
TOWNOFTREBBI;GAZON;TOWN OF TREBBI;GAZON;2;0;2;2.5;0.0;100.0
TOWNOFTREBBI;HERBE;TOWN OF TREBBI;HERBE;1;0;0;9.0;0.0;0.0
TOYOTOMI;HERBE;TOYOTOMI;HERBE;1;0;0;0.0;0.0;0.0
TOYOTOMI;QUATRE_ANS_ET_PLUS;TOYOTOMI;QUATRE_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
TRABALAINS;GAZON;TRABALAINS;GAZON;1;0;0;7.0;0.0;0.0
TRABALAINS;TROIS_ANS;TRABALAINS;TROIS_ANS;2;0;0;4.5;0.0;0.0
TRABOLTA;GAZON;TRABOLTA;GAZON;1;0;0;0.0;0.0;0.0
TRABUCO;HERBE;TRABUCO;HERBE;3;0;0;7.333333333333333;0.0;0.0
TRACANFIELD;GAZON;TRACANFIELD;GAZON;1;0;0;13.0;0.0;0.0
TRACANFIELD;HERBE;TRACANFIELD;HERBE;5;0;0;11.6;0.0;0.0
TRACKRECORD;QUATRE_ANS_ET_PLUS;TRACK RECORD;QUATRE_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
TRACKSTER;TROIS_ANS_ET_PLUS;TRACKSTER;TROIS_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
TRADEMARKED;GAZON;TRADE MARKED;GAZON;1;0;0;10.0;0.0;0.0
TRADEWINDS;DEUX_ANS;TRADEWINDS;DEUX_ANS;1;0;1;3.0;0.0;100.0
TRADIZIONERIM;QUATRE_ANS;TRADIZIONE RIM;QUATRE_ANS;1;0;1;2.0;0.0;100.0
TRAIGOPAZ;GAZON;TRAIGO PAZ;GAZON;2;0;1;3.0;0.0;50.0
TRAIGOPAZ;QUATRE_ANS;TRAIGO PAZ;QUATRE_ANS;1;0;0;0.0;0.0;0.0
TRAILBLAZE;HERBE;TRAIL BLAZE;HERBE;1;0;0;0.0;0.0;0.0
TRAISFLUORS;GAZON;TRAIS FLUORS;GAZON;1;0;0;8.0;0.0;0.0
TRAISFLUORS;QUATRE_ANS_ET_PLUS;TRAIS FLUORS;QUATRE_ANS_ET_PLUS;1;0;0;8.0;0.0;0.0
TRAJANUS;CINQ_ANS_ET_PLUS;TRAJANUS;CINQ_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
TRAJANUS;GAZON;TRAJANUS;GAZON;1;0;0;7.0;0.0;0.0
TRAMADOL;QUATRE_ANS;TRAMADOL;QUATRE_ANS;1;0;0;0.0;0.0;0.0
TRANQUILANINA;HERBE;TRANQUILA NINA;HERBE;1;0;0;8.0;0.0;0.0
TRANQUILASENORA;TROIS_ANS;TRANQUILA SENORA;TROIS_ANS;1;0;0;5.0;0.0;0.0
