Hippo;Dist_groupe;Corde;Hippodrome;Distance;Valeur_corde;Courses;Victoires;Podiums;Taux_victoire;Taux_podium
ARGENTAN;2000;4;ARGENTAN;2000;4;1;0;0;0.0;0.0
ARGENTAN;2000;5;ARGENTAN;2000;5;1;0;0;0.0;0.0
ARGENTAN;2000;6;ARGENTAN;2000;6;1;0;0;0.0;0.0
ARGENTAN;2000;7;ARGENTAN;2000;7;1;0;0;0.0;0.0
ARGENTAN;2000;8;ARGENTAN;2000;8;1;0;1;0.0;100.0
ARGENTAN;2000;9;ARGENTAN;2000;9;1;0;0;0.0;0.0
ARGENTAN;2000;10;ARGENTAN;2000;10;1;0;1;0.0;100.0
ARGENTAN;2000;11;ARGENTAN;2000;11;1;0;0;0.0;0.0
ARGENTAN;2400;1;ARGENTAN;2400;1;9;0;3;0.0;33.3
ARGENTAN;2400;2;ARGENTAN;2400;2;9;1;1;11.1;11.1
ARGENTAN;2400;3;ARGENTAN;2400;3;9;1;4;11.1;44.4
ARGENTAN;2400;4;ARGENTAN;2400;4;9;1;2;11.1;22.2
ARGENTAN;2400;5;ARGENTAN;2400;5;9;1;5;11.1;55.6
ARGENTAN;2400;6;ARGENTAN;2400;6;9;0;2;0.0;22.2
ARGENTAN;2400;7;ARGENTAN;2400;7;8;0;0;0.0;0.0
ARGENTAN;2400;8;ARGENTAN;2400;8;8;1;4;12.5;50.0
ARGENTAN;2400;9;ARGENTAN;2400;9;8;3;3;37.5;37.5
ARGENTAN;2400;10;ARGENTAN;2400;10;6;0;1;0.0;16.7
ARGENTAN;2400;11;ARGENTAN;2400;11;4;0;0;0.0;0.0
ARGENTAN;2400;12;ARGENTAN;2400;12;4;0;0;0.0;0.0
ARGENTAN;2400;13;ARGENTAN;2400;13;4;1;2;25.0;50.0
ARGENTAN;2400;14;ARGENTAN;2400;14;4;0;0;0.0;0.0
ARGENTAN;2800;1;ARGENTAN;2800;1;2;0;0;0.0;0.0
ARGENTAN;2800;2;ARGENTAN;2800;2;2;1;1;50.0;50.0
ARGENTAN;2800;3;ARGENTAN;2800;3;2;0;1;0.0;50.0
ARGENTAN;2800;4;ARGENTAN;2800;4;2;0;0;0.0;0.0
ARGENTAN;2800;5;ARGENTAN;2800;5;2;1;2;50.0;100.0
ARGENTAN;2800;6;ARGENTAN;2800;6;2;0;0;0.0;0.0
ARGENTAN;2800;7;ARGENTAN;2800;7;2;0;2;0.0;100.0
ARGENTAN;2800;8;ARGENTAN;2800;8;1;0;0;0.0;0.0
ARGENTAN;2800;9;ARGENTAN;2800;9;1;0;0;0.0;0.0
ARGENTAN;2800;10;ARGENTAN;2800;10;1;0;0;0.0;0.0
ARGENTAN;2800;11;ARGENTAN;2800;11;1;0;0;0.0;0.0
ARGENTAN;2800;12;ARGENTAN;2800;12;1;0;0;0.0;0.0
ARGENTAN;2800;13;ARGENTAN;2800;13;1;0;0;0.0;0.0
ARGENTAN;2800;14;ARGENTAN;2800;14;1;0;0;0.0;0.0
ASCOT;1000;1;ASCOT;1000;1;4;0;0;0.0;0.0
ASCOT;1000;2;ASCOT;1000;2;4;0;0;0.0;0.0
ASCOT;1000;3;ASCOT;1000;3;4;0;0;0.0;0.0
ASCOT;1000;4;ASCOT;1000;4;4;0;0;0.0;0.0
ASCOT;1000;5;ASCOT;1000;5;4;1;1;25.0;25.0
ASCOT;1000;6;ASCOT;1000;6;4;0;0;0.0;0.0
ASCOT;1000;7;ASCOT;1000;7;4;0;0;0.0;0.0
ASCOT;1000;8;ASCOT;1000;8;4;0;1;0.0;25.0
ASCOT;1000;9;ASCOT;1000;9;4;0;0;0.0;0.0
ASCOT;1000;10;ASCOT;1000;10;4;0;1;0.0;25.0
ASCOT;1000;11;ASCOT;1000;11;4;0;1;0.0;25.0
ASCOT;1000;12;ASCOT;1000;12;4;0;0;0.0;0.0
ASCOT;1000;13;ASCOT;1000;13;4;0;0;0.0;0.0
ASCOT;1000;14;ASCOT;1000;14;4;0;1;0.0;25.0
ASCOT;1000;15;ASCOT;1000;15;4;0;1;0.0;25.0
ASCOT;1000;16;ASCOT;1000;16;4;1;2;25.0;50.0
ASCOT;1000;17;ASCOT;1000;17;4;0;0;0.0;0.0
ASCOT;1000;18;ASCOT;1000;18;4;0;0;0.0;0.0
ASCOT;1000;19;ASCOT;1000;19;4;0;1;0.0;25.0
ASCOT;1000;20;ASCOT;1000;20;4;0;0;0.0;0.0
ASCOT;1000;21;ASCOT;1000;21;4;0;0;0.0;0.0
ASCOT;1000;22;ASCOT;1000;22;3;0;0;0.0;0.0
ASCOT;1000;23;ASCOT;1000;23;3;0;0;0.0;0.0
ASCOT;1000;24;ASCOT;1000;24;3;1;1;33.3;33.3
ASCOT;1000;25;ASCOT;1000;25;3;0;0;0.0;0.0
ASCOT;1000;26;ASCOT;1000;26;3;0;0;0.0;0.0
ASCOT;1000;27;ASCOT;1000;27;2;0;0;0.0;0.0
ASCOT;1000;28;ASCOT;1000;28;2;0;1;0.0;50.0
ASCOT;1000;29;ASCOT;1000;29;1;0;0;0.0;0.0
ASCOT;1000;30;ASCOT;1000;30;1;0;0;0.0;0.0
ASCOT;1000;31;ASCOT;1000;31;1;1;1;100.0;100.0
ASCOT;1200;1;ASCOT;1200;1;6;0;0;0.0;0.0
ASCOT;1200;2;ASCOT;1200;2;6;0;0;0.0;0.0
ASCOT;1200;3;ASCOT;1200;3;6;2;3;33.3;50.0
ASCOT;1200;4;ASCOT;1200;4;6;0;0;0.0;0.0
ASCOT;1200;5;ASCOT;1200;5;6;0;0;0.0;0.0
ASCOT;1200;6;ASCOT;1200;6;6;0;0;0.0;0.0
ASCOT;1200;7;ASCOT;1200;7;6;0;0;0.0;0.0
ASCOT;1200;8;ASCOT;1200;8;6;0;1;0.0;16.7
ASCOT;1200;9;ASCOT;1200;9;6;0;1;0.0;16.7
ASCOT;1200;10;ASCOT;1200;10;6;0;1;0.0;16.7
ASCOT;1200;11;ASCOT;1200;11;6;1;1;16.7;16.7
ASCOT;1200;12;ASCOT;1200;12;6;0;0;0.0;0.0
ASCOT;1200;13;ASCOT;1200;13;6;1;1;16.7;16.7
ASCOT;1200;14;ASCOT;1200;14;6;0;2;0.0;33.3
ASCOT;1200;15;ASCOT;1200;15;6;0;1;0.0;16.7
ASCOT;1200;16;ASCOT;1200;16;6;0;0;0.0;0.0
ASCOT;1200;17;ASCOT;1200;17;6;0;1;0.0;16.7
ASCOT;1200;18;ASCOT;1200;18;6;0;2;0.0;33.3
ASCOT;1200;19;ASCOT;1200;19;6;0;0;0.0;0.0
ASCOT;1200;20;ASCOT;1200;20;5;0;0;0.0;0.0
ASCOT;1200;21;ASCOT;1200;21;5;0;0;0.0;0.0
ASCOT;1200;22;ASCOT;1200;22;5;1;1;20.0;20.0
ASCOT;1200;23;ASCOT;1200;23;3;0;1;0.0;33.3
ASCOT;1200;24;ASCOT;1200;24;3;1;1;33.3;33.3
ASCOT;1200;25;ASCOT;1200;25;3;0;1;0.0;33.3
ASCOT;1200;26;ASCOT;1200;26;1;0;0;0.0;0.0
ASCOT;1200;27;ASCOT;1200;27;1;0;0;0.0;0.0
ASCOT;1200;28;ASCOT;1200;28;1;0;0;0.0;0.0
ASCOT;1200;29;ASCOT;1200;29;1;0;0;0.0;0.0
ASCOT;1200;30;ASCOT;1200;30;1;0;0;0.0;0.0
ASCOT;1200;31;ASCOT;1200;31;1;0;0;0.0;0.0
ASCOT;1400;1;ASCOT;1400;1;3;0;1;0.0;33.3
ASCOT;1400;2;ASCOT;1400;2;3;1;1;33.3;33.3
ASCOT;1400;3;ASCOT;1400;3;3;0;0;0.0;0.0
ASCOT;1400;4;ASCOT;1400;4;3;0;0;0.0;0.0
ASCOT;1400;5;ASCOT;1400;5;3;0;0;0.0;0.0
ASCOT;1400;6;ASCOT;1400;6;3;0;1;0.0;33.3
ASCOT;1400;7;ASCOT;1400;7;3;0;0;0.0;0.0
ASCOT;1400;8;ASCOT;1400;8;3;0;1;0.0;33.3
ASCOT;1400;9;ASCOT;1400;9;3;0;0;0.0;0.0
ASCOT;1400;10;ASCOT;1400;10;3;0;1;0.0;33.3
ASCOT;1400;11;ASCOT;1400;11;3;0;0;0.0;0.0
ASCOT;1400;12;ASCOT;1400;12;3;0;0;0.0;0.0
ASCOT;1400;13;ASCOT;1400;13;3;1;1;33.3;33.3
ASCOT;1400;14;ASCOT;1400;14;3;0;0;0.0;0.0
ASCOT;1400;15;ASCOT;1400;15;3;0;0;0.0;0.0
ASCOT;1400;16;ASCOT;1400;16;2;0;0;0.0;0.0
ASCOT;1400;17;ASCOT;1400;17;2;0;0;0.0;0.0
ASCOT;1400;18;ASCOT;1400;18;1;0;0;0.0;0.0
ASCOT;1400;19;ASCOT;1400;19;1;0;0;0.0;0.0
ASCOT;1400;20;ASCOT;1400;20;1;0;0;0.0;0.0
ASCOT;1400;21;ASCOT;1400;21;1;0;0;0.0;0.0
ASCOT;1400;22;ASCOT;1400;22;1;0;0;0.0;0.0
ASCOT;1400;23;ASCOT;1400;23;1;0;1;0.0;100.0
ASCOT;1400;24;ASCOT;1400;24;1;0;0;0.0;0.0
ASCOT;1400;25;ASCOT;1400;25;1;0;0;0.0;0.0
ASCOT;1400;26;ASCOT;1400;26;1;0;0;0.0;0.0
ASCOT;1400;27;ASCOT;1400;27;1;0;0;0.0;0.0
ASCOT;1400;28;ASCOT;1400;28;1;0;0;0.0;0.0
ASCOT;1400;29;ASCOT;1400;29;1;0;0;0.0;0.0
ASCOT;1400;30;ASCOT;1400;30;1;1;1;100.0;100.0
ASCOT;1400;31;ASCOT;1400;31;1;0;1;0.0;100.0
ASCOT;1400;32;ASCOT;1400;32;1;0;0;0.0;0.0
ASCOT;1600;1;ASCOT;1600;1;8;0;1;0.0;12.5
ASCOT;1600;2;ASCOT;1600;2;8;1;1;12.5;12.5
ASCOT;1600;3;ASCOT;1600;3;8;0;1;0.0;12.5
ASCOT;1600;4;ASCOT;1600;4;8;0;1;0.0;12.5
ASCOT;1600;5;ASCOT;1600;5;8;1;2;12.5;25.0
ASCOT;1600;6;ASCOT;1600;6;8;0;1;0.0;12.5
ASCOT;1600;7;ASCOT;1600;7;7;0;1;0.0;14.3
ASCOT;1600;8;ASCOT;1600;8;7;1;2;14.3;28.6
ASCOT;1600;9;ASCOT;1600;9;7;0;2;0.0;28.6
ASCOT;1600;10;ASCOT;1600;10;5;0;0;0.0;0.0
ASCOT;1600;11;ASCOT;1600;11;5;1;1;20.0;20.0
ASCOT;1600;12;ASCOT;1600;12;5;0;0;0.0;0.0
ASCOT;1600;13;ASCOT;1600;13;5;0;0;0.0;0.0
ASCOT;1600;14;ASCOT;1600;14;5;0;0;0.0;0.0
ASCOT;1600;15;ASCOT;1600;15;5;0;0;0.0;0.0
ASCOT;1600;16;ASCOT;1600;16;4;1;1;25.0;25.0
ASCOT;1600;17;ASCOT;1600;17;4;0;0;0.0;0.0
ASCOT;1600;18;ASCOT;1600;18;4;0;2;0.0;50.0
ASCOT;1600;19;ASCOT;1600;19;4;0;1;0.0;25.0
ASCOT;1600;20;ASCOT;1600;20;4;0;0;0.0;0.0
ASCOT;1600;21;ASCOT;1600;21;4;0;2;0.0;50.0
ASCOT;1600;22;ASCOT;1600;22;4;0;0;0.0;0.0
ASCOT;1600;23;ASCOT;1600;23;4;0;1;0.0;25.0
ASCOT;1600;24;ASCOT;1600;24;4;0;0;0.0;0.0
ASCOT;1600;25;ASCOT;1600;25;4;0;1;0.0;25.0
ASCOT;1600;26;ASCOT;1600;26;3;0;0;0.0;0.0
ASCOT;1600;27;ASCOT;1600;27;3;0;0;0.0;0.0
ASCOT;1600;28;ASCOT;1600;28;3;1;1;33.3;33.3
ASCOT;1600;29;ASCOT;1600;29;3;0;0;0.0;0.0
ASCOT;1600;30;ASCOT;1600;30;3;1;1;33.3;33.3
ASCOT;1600;31;ASCOT;1600;31;3;0;0;0.0;0.0
ASCOT;1600;32;ASCOT;1600;32;3;0;0;0.0;0.0
ASCOT;1600;33;ASCOT;1600;33;2;1;1;50.0;50.0
ASCOT;2000;1;ASCOT;2000;1;4;0;1;0.0;25.0
ASCOT;2000;2;ASCOT;2000;2;4;0;1;0.0;25.0
ASCOT;2000;3;ASCOT;2000;3;4;1;1;25.0;25.0
ASCOT;2000;4;ASCOT;2000;4;4;0;0;0.0;0.0
ASCOT;2000;5;ASCOT;2000;5;4;0;2;0.0;50.0
ASCOT;2000;6;ASCOT;2000;6;4;0;0;0.0;0.0
ASCOT;2000;7;ASCOT;2000;7;4;0;2;0.0;50.0
ASCOT;2000;8;ASCOT;2000;8;4;1;2;25.0;50.0
ASCOT;2000;9;ASCOT;2000;9;3;0;0;0.0;0.0
ASCOT;2000;10;ASCOT;2000;10;3;1;1;33.3;33.3
ASCOT;2000;11;ASCOT;2000;11;2;0;0;0.0;0.0
ASCOT;2000;12;ASCOT;2000;12;2;0;0;0.0;0.0
ASCOT;2000;13;ASCOT;2000;13;2;0;1;0.0;50.0
ASCOT;2000;14;ASCOT;2000;14;2;1;1;50.0;50.0
ASCOT;2000;15;ASCOT;2000;15;2;0;0;0.0;0.0
ASCOT;2000;16;ASCOT;2000;16;2;0;0;0.0;0.0
ASCOT;2000;17;ASCOT;2000;17;1;0;0;0.0;0.0
ASCOT;2000;18;ASCOT;2000;18;1;0;0;0.0;0.0
ASCOT;2000;19;ASCOT;2000;19;1;0;0;0.0;0.0
ASCOT;2400;1;ASCOT;2400;1;5;1;1;20.0;20.0
ASCOT;2400;2;ASCOT;2400;2;5;0;2;0.0;40.0
ASCOT;2400;3;ASCOT;2400;3;5;0;2;0.0;40.0
ASCOT;2400;4;ASCOT;2400;4;5;1;2;20.0;40.0
ASCOT;2400;5;ASCOT;2400;5;5;0;0;0.0;0.0
ASCOT;2400;6;ASCOT;2400;6;5;2;2;40.0;40.0
ASCOT;2400;7;ASCOT;2400;7;4;0;1;0.0;25.0
ASCOT;2400;8;ASCOT;2400;8;4;0;0;0.0;0.0
ASCOT;2400;9;ASCOT;2400;9;4;0;0;0.0;0.0
ASCOT;2400;10;ASCOT;2400;10;4;0;1;0.0;25.0
ASCOT;2400;11;ASCOT;2400;11;4;0;0;0.0;0.0
ASCOT;2400;12;ASCOT;2400;12;4;0;0;0.0;0.0
ASCOT;2400;13;ASCOT;2400;13;2;1;1;50.0;50.0
ASCOT;2400;14;ASCOT;2400;14;2;0;1;0.0;50.0
ASCOT;2400;15;ASCOT;2400;15;2;0;0;0.0;0.0
ASCOT;2400;16;ASCOT;2400;16;2;0;0;0.0;0.0
ASCOT;2400;17;ASCOT;2400;17;2;0;1;0.0;50.0
ASCOT;2400;18;ASCOT;2400;18;2;0;0;0.0;0.0
ASCOT;2400;19;ASCOT;2400;19;2;0;0;0.0;0.0
ASCOT;2400;20;ASCOT;2400;20;2;0;1;0.0;50.0
ASCOT;2400;21;ASCOT;2400;21;2;0;0;0.0;0.0
ASCOT;2400;22;ASCOT;2400;22;2;0;0;0.0;0.0
ASCOT;2800;1;ASCOT;2800;1;2;0;0;0.0;0.0
ASCOT;2800;2;ASCOT;2800;2;2;0;1;0.0;50.0
ASCOT;2800;3;ASCOT;2800;3;2;0;1;0.0;50.0
ASCOT;2800;4;ASCOT;2800;4;2;0;1;0.0;50.0
ASCOT;2800;5;ASCOT;2800;5;2;0;0;0.0;0.0
ASCOT;2800;6;ASCOT;2800;6;2;0;0;0.0;0.0
ASCOT;2800;7;ASCOT;2800;7;2;0;0;0.0;0.0
ASCOT;2800;8;ASCOT;2800;8;2;1;1;50.0;50.0
ASCOT;2800;9;ASCOT;2800;9;2;0;0;0.0;0.0
ASCOT;2800;10;ASCOT;2800;10;2;0;0;0.0;0.0
ASCOT;2800;11;ASCOT;2800;11;2;0;1;0.0;50.0
ASCOT;2800;12;ASCOT;2800;12;1;1;1;100.0;100.0
ASCOT;2800;13;ASCOT;2800;13;1;0;0;0.0;0.0
ASCOT;2800;14;ASCOT;2800;14;1;0;0;0.0;0.0
ASCOT;2800;15;ASCOT;2800;15;1;0;0;0.0;0.0
ASCOT;2800;16;ASCOT;2800;16;1;0;0;0.0;0.0
ASCOT;2800;17;ASCOT;2800;17;1;0;0;0.0;0.0
ASCOT;2800;18;ASCOT;2800;18;1;0;0;0.0;0.0
ASCOT;2800;19;ASCOT;2800;19;1;0;0;0.0;0.0
ASCOT;4000;1;ASCOT;4000;1;2;0;0;0.0;0.0
ASCOT;4000;2;ASCOT;4000;2;2;0;1;0.0;50.0
ASCOT;4000;3;ASCOT;4000;3;2;1;1;50.0;50.0
ASCOT;4000;4;ASCOT;4000;4;2;0;0;0.0;0.0
ASCOT;4000;5;ASCOT;4000;5;2;0;0;0.0;0.0
ASCOT;4000;6;ASCOT;4000;6;2;1;1;50.0;50.0
ASCOT;4000;7;ASCOT;4000;7;2;0;1;0.0;50.0
ASCOT;4000;8;ASCOT;4000;8;2;0;0;0.0;0.0
ASCOT;4000;9;ASCOT;4000;9;2;0;1;0.0;50.0
ASCOT;4000;10;ASCOT;4000;10;2;0;0;0.0;0.0
ASCOT;4000;11;ASCOT;4000;11;2;0;0;0.0;0.0
ASCOT;4000;12;ASCOT;4000;12;1;0;0;0.0;0.0
ASCOT;4000;13;ASCOT;4000;13;1;0;0;0.0;0.0
ASCOT;4000;14;ASCOT;4000;14;1;0;0;0.0;0.0
ASCOT;4000;15;ASCOT;4000;15;1;0;0;0.0;0.0
ASCOT;4000;16;ASCOT;4000;16;1;0;0;0.0;0.0
ASCOT;4000;17;ASCOT;4000;17;1;0;0;0.0;0.0
ASCOT;4000;18;ASCOT;4000;18;1;0;0;0.0;0.0
ASCOT;4000;19;ASCOT;4000;19;1;0;1;0.0;100.0
ASCOT;4000;20;ASCOT;4000;20;1;0;0;0.0;0.0
ASCOT;4200;1;ASCOT;4200;1;1;0;1;0.0;100.0
ASCOT;4200;2;ASCOT;4200;2;1;0;0;0.0;0.0
ASCOT;4200;3;ASCOT;4200;3;1;0;0;0.0;0.0
ASCOT;4200;4;ASCOT;4200;4;1;0;0;0.0;0.0
ASCOT;4200;5;ASCOT;4200;5;1;0;0;0.0;0.0
ASCOT;4200;6;ASCOT;4200;6;1;0;1;0.0;100.0
ASCOT;4200;7;ASCOT;4200;7;1;0;0;0.0;0.0
ASCOT;4200;8;ASCOT;4200;8;1;0;0;0.0;0.0
ASCOT;4200;9;ASCOT;4200;9;1;0;0;0.0;0.0
ASCOT;4200;10;ASCOT;4200;10;1;0;0;0.0;0.0
ASCOT;4200;11;ASCOT;4200;11;1;0;0;0.0;0.0
ASCOT;4200;12;ASCOT;4200;12;1;0;0;0.0;0.0
ASCOT;4200;13;ASCOT;4200;13;1;1;1;100.0;100.0
AVENCHES;1600;1;AVENCHES;1600;1;2;0;1;0.0;50.0
AVENCHES;1600;2;AVENCHES;1600;2;2;0;1;0.0;50.0
AVENCHES;1600;3;AVENCHES;1600;3;2;0;0;0.0;0.0
AVENCHES;1600;4;AVENCHES;1600;4;2;1;1;50.0;50.0
AVENCHES;1600;5;AVENCHES;1600;5;2;0;0;0.0;0.0
AVENCHES;1600;6;AVENCHES;1600;6;2;0;0;0.0;0.0
AVENCHES;1600;7;AVENCHES;1600;7;2;0;1;0.0;50.0
AVENCHES;1600;8;AVENCHES;1600;8;1;0;1;0.0;100.0
AVENCHES;1600;9;AVENCHES;1600;9;1;1;1;100.0;100.0
AVENCHES;1800;1;AVENCHES;1800;1;5;0;2;0.0;40.0
AVENCHES;1800;2;AVENCHES;1800;2;5;1;5;20.0;100.0
AVENCHES;1800;3;AVENCHES;1800;3;5;1;1;20.0;20.0
AVENCHES;1800;4;AVENCHES;1800;4;5;1;3;20.0;60.0
AVENCHES;1800;5;AVENCHES;1800;5;5;1;2;20.0;40.0
AVENCHES;1800;6;AVENCHES;1800;6;5;1;2;20.0;40.0
AVENCHES;1800;7;AVENCHES;1800;7;3;0;0;0.0;0.0
AVENCHES;2000;1;AVENCHES;2000;1;9;1;6;11.1;66.7
AVENCHES;2000;2;AVENCHES;2000;2;9;3;4;33.3;44.4
AVENCHES;2000;3;AVENCHES;2000;3;9;0;1;0.0;11.1
AVENCHES;2000;4;AVENCHES;2000;4;9;1;3;11.1;33.3
AVENCHES;2000;5;AVENCHES;2000;5;9;1;5;11.1;55.6
AVENCHES;2000;6;AVENCHES;2000;6;9;1;2;11.1;22.2
AVENCHES;2000;7;AVENCHES;2000;7;7;1;2;14.3;28.6
AVENCHES;2000;8;AVENCHES;2000;8;7;1;3;14.3;42.9
AVENCHES;2000;9;AVENCHES;2000;9;3;0;0;0.0;0.0
AVENCHES;2000;10;AVENCHES;2000;10;1;0;1;0.0;100.0
AVENCHES;2400;1;AVENCHES;2400;1;3;0;1;0.0;33.3
AVENCHES;2400;2;AVENCHES;2400;2;3;1;1;33.3;33.3
AVENCHES;2400;3;AVENCHES;2400;3;3;0;1;0.0;33.3
AVENCHES;2400;4;AVENCHES;2400;4;3;1;2;33.3;66.7
AVENCHES;2400;5;AVENCHES;2400;5;3;0;1;0.0;33.3
AVENCHES;2400;6;AVENCHES;2400;6;3;0;1;0.0;33.3
AVENCHES;2400;7;AVENCHES;2400;7;2;0;0;0.0;0.0
AVENCHES;2400;8;AVENCHES;2400;8;1;1;1;100.0;100.0
AVENCHES;2400;9;AVENCHES;2400;9;1;0;0;0.0;0.0
AVENCHES;2400;10;AVENCHES;2400;10;1;0;1;0.0;100.0
AVENCHES;2400;11;AVENCHES;2400;11;1;0;0;0.0;0.0
BAD HARZBURG;1400;1;BAD HARZBURG;1400;1;2;0;0;0.0;0.0
BAD HARZBURG;1400;2;BAD HARZBURG;1400;2;2;0;1;0.0;50.0
BAD HARZBURG;1400;3;BAD HARZBURG;1400;3;2;1;2;50.0;100.0
BAD HARZBURG;1400;4;BAD HARZBURG;1400;4;2;0;1;0.0;50.0
BAD HARZBURG;1400;5;BAD HARZBURG;1400;5;2;0;0;0.0;0.0
BAD HARZBURG;1400;6;BAD HARZBURG;1400;6;2;1;1;50.0;50.0
BAD HARZBURG;1400;7;BAD HARZBURG;1400;7;2;0;0;0.0;0.0
BAD HARZBURG;1400;8;BAD HARZBURG;1400;8;2;0;0;0.0;0.0
BAD HARZBURG;1400;9;BAD HARZBURG;1400;9;2;0;1;0.0;50.0
BAD HARZBURG;1400;10;BAD HARZBURG;1400;10;2;0;0;0.0;0.0
BAD HARZBURG;1400;11;BAD HARZBURG;1400;11;1;0;0;0.0;0.0
BAD HARZBURG;1800;1;BAD HARZBURG;1800;1;2;0;0;0.0;0.0
BAD HARZBURG;1800;2;BAD HARZBURG;1800;2;2;0;1;0.0;50.0
BAD HARZBURG;1800;3;BAD HARZBURG;1800;3;2;0;0;0.0;0.0
BAD HARZBURG;1800;4;BAD HARZBURG;1800;4;2;0;1;0.0;50.0
BAD HARZBURG;1800;5;BAD HARZBURG;1800;5;2;1;2;50.0;100.0
BAD HARZBURG;1800;6;BAD HARZBURG;1800;6;2;0;0;0.0;0.0
BAD HARZBURG;1800;7;BAD HARZBURG;1800;7;2;0;1;0.0;50.0
BAD HARZBURG;1800;8;BAD HARZBURG;1800;8;1;0;0;0.0;0.0
BAD HARZBURG;1800;9;BAD HARZBURG;1800;9;1;0;0;0.0;0.0
BAD HARZBURG;1800;10;BAD HARZBURG;1800;10;1;0;0;0.0;0.0
BAD HARZBURG;1800;11;BAD HARZBURG;1800;11;1;1;1;100.0;100.0
BAD HARZBURG;1800;12;BAD HARZBURG;1800;12;1;0;0;0.0;0.0
BAD HARZBURG;1800;13;BAD HARZBURG;1800;13;1;0;0;0.0;0.0
BAD HARZBURG;1800;14;BAD HARZBURG;1800;14;1;0;0;0.0;0.0
BAD HARZBURG;2000;1;BAD HARZBURG;2000;1;1;0;0;0.0;0.0
BAD HARZBURG;2000;2;BAD HARZBURG;2000;2;1;0;0;0.0;0.0
BAD HARZBURG;2000;3;BAD HARZBURG;2000;3;1;0;0;0.0;0.0
BAD HARZBURG;2000;4;BAD HARZBURG;2000;4;1;0;0;0.0;0.0
BAD HARZBURG;2000;5;BAD HARZBURG;2000;5;1;0;0;0.0;0.0
BAD HARZBURG;2000;6;BAD HARZBURG;2000;6;1;0;0;0.0;0.0
BAD HARZBURG;2000;7;BAD HARZBURG;2000;7;1;0;0;0.0;0.0
BAD HARZBURG;2000;8;BAD HARZBURG;2000;8;1;0;0;0.0;0.0
BAD HARZBURG;2000;9;BAD HARZBURG;2000;9;1;1;1;100.0;100.0
BAD HARZBURG;2000;10;BAD HARZBURG;2000;10;1;0;0;0.0;0.0
BAD HARZBURG;2000;11;BAD HARZBURG;2000;11;1;0;0;0.0;0.0
BAD HARZBURG;2000;12;BAD HARZBURG;2000;12;1;0;1;0.0;100.0
BAD HARZBURG;2000;13;BAD HARZBURG;2000;13;1;0;1;0.0;100.0
BAD HARZBURG;2000;14;BAD HARZBURG;2000;14;1;0;0;0.0;0.0
BAD HARZBURG;2800;1;BAD HARZBURG;2800;1;1;0;0;0.0;0.0
BAD HARZBURG;2800;2;BAD HARZBURG;2800;2;1;0;1;0.0;100.0
BAD HARZBURG;2800;3;BAD HARZBURG;2800;3;1;0;0;0.0;0.0
BAD HARZBURG;2800;4;BAD HARZBURG;2800;4;1;0;0;0.0;0.0
BAD HARZBURG;2800;5;BAD HARZBURG;2800;5;1;0;0;0.0;0.0
BAD HARZBURG;2800;6;BAD HARZBURG;2800;6;1;0;1;0.0;100.0
BAD HARZBURG;2800;7;BAD HARZBURG;2800;7;1;0;0;0.0;0.0
BAD HARZBURG;2800;8;BAD HARZBURG;2800;8;1;1;1;100.0;100.0
BAD HARZBURG;2800;9;BAD HARZBURG;2800;9;1;0;0;0.0;0.0
BAD HARZBURG;2800;10;BAD HARZBURG;2800;10;1;0;0;0.0;0.0
BAD HARZBURG;2800;11;BAD HARZBURG;2800;11;1;0;0;0.0;0.0
BADEN-BADEN;1200;1;BADEN-BADEN;1200;1;1;0;0;0.0;0.0
BADEN-BADEN;1200;2;BADEN-BADEN;1200;2;1;0;1;0.0;100.0
BADEN-BADEN;1200;3;BADEN-BADEN;1200;3;1;0;0;0.0;0.0
BADEN-BADEN;1200;4;BADEN-BADEN;1200;4;1;0;0;0.0;0.0
BADEN-BADEN;1200;5;BADEN-BADEN;1200;5;1;0;1;0.0;100.0
BADEN-BADEN;1200;6;BADEN-BADEN;1200;6;1;1;1;100.0;100.0
BADEN-BADEN;1200;7;BADEN-BADEN;1200;7;1;0;0;0.0;0.0
BADEN-BADEN;1200;8;BADEN-BADEN;1200;8;1;0;0;0.0;0.0
BADEN-BADEN;1600;1;BADEN-BADEN;1600;1;2;1;1;50.0;50.0
BADEN-BADEN;1600;2;BADEN-BADEN;1600;2;2;0;0;0.0;0.0
BADEN-BADEN;1600;3;BADEN-BADEN;1600;3;2;0;0;0.0;0.0
BADEN-BADEN;1600;4;BADEN-BADEN;1600;4;2;0;1;0.0;50.0
BADEN-BADEN;1600;5;BADEN-BADEN;1600;5;2;0;0;0.0;0.0
BADEN-BADEN;1600;6;BADEN-BADEN;1600;6;2;0;0;0.0;0.0
BADEN-BADEN;1600;7;BADEN-BADEN;1600;7;2;0;0;0.0;0.0
BADEN-BADEN;1600;8;BADEN-BADEN;1600;8;2;0;0;0.0;0.0
BADEN-BADEN;1600;9;BADEN-BADEN;1600;9;2;0;0;0.0;0.0
BADEN-BADEN;1600;10;BADEN-BADEN;1600;10;2;0;2;0.0;100.0
BADEN-BADEN;1600;11;BADEN-BADEN;1600;11;2;0;1;0.0;50.0
BADEN-BADEN;1600;12;BADEN-BADEN;1600;12;1;1;1;100.0;100.0
BADEN-BADEN;2000;1;BADEN-BADEN;2000;1;1;0;1;0.0;100.0
BADEN-BADEN;2000;2;BADEN-BADEN;2000;2;1;0;0;0.0;0.0
